size,cycles,type,dpu
65536,1547136,dec,14
65536,1541024,enc,15
65536,1545216,dec,15
65536,1539616,enc,16
65536,1547776,dec,16
65536,1540752,enc,17
65536,1547184,dec,17
65536,1540176,enc,18
65536,1546800,dec,18
65536,1540448,enc,19
65536,1544640,dec,19
65536,1540672,enc,20
65536,1546272,dec,20
65536,1540368,enc,21
65536,1548560,dec,21
65536,1541296,enc,22
65536,1546016,dec,22
65536,1540624,enc,23
65536,1546992,dec,23
65536,1539808,enc,24
65536,1547376,dec,24
65536,1540608,enc,25
65536,1546608,dec,25
65536,1540320,enc,26
65536,1547456,dec,26
65536,1540144,enc,27
65536,1547024,dec,27
65536,1539840,enc,28
65536,1546896,dec,28
65536,1541360,enc,29
65536,1545088,dec,29
65536,1540016,enc,30
65536,1545024,dec,30
65536,1540432,enc,31
65536,1546624,dec,31
65536,1541584,enc,32
65536,1544656,dec,32
65536,1541072,enc,33
65536,1544560,dec,33
65536,1540400,enc,34
65536,1545952,dec,34
65536,1540176,enc,35
65536,1547104,dec,35
65536,1540128,enc,36
65536,1544800,dec,36
65536,1539872,enc,37
65536,1546560,dec,37
65536,1540000,enc,38
65536,1546800,dec,38
65536,1540624,enc,39
65536,1546800,dec,39
65536,1541232,enc,40
65536,1546208,dec,40
65536,1541008,enc,41
65536,1547456,dec,41
65536,1540000,enc,42
65536,1546512,dec,42
65536,1541088,enc,43
65536,1545056,dec,43
65536,1540752,enc,44
65536,1546768,dec,44
65536,1541408,enc,45
65536,1545344,dec,45
65536,1539808,enc,46
65536,1545136,dec,46
65536,1540256,enc,47
65536,1545696,dec,47
65536,1540816,enc,48
65536,1545040,dec,48
65536,1540208,enc,49
65536,1545568,dec,49
65536,1541024,enc,50
65536,1547072,dec,50
65536,1540000,enc,51
65536,1546320,dec,51
65536,1541392,enc,52
65536,1546720,dec,52
65536,1541552,enc,53
65536,1547408,dec,53
65536,1540224,enc,54
65536,1547216,dec,54
65536,1540368,enc,55
65536,1545472,dec,55
65536,1539456,enc,56
65536,1548112,dec,56
65536,1540848,enc,57
65536,1546304,dec,57
65536,1540704,enc,58
65536,1545680,dec,58
65536,1540736,enc,59
65536,1544784,dec,59
65536,1539712,enc,60
65536,1548288,dec,60
65536,1540400,enc,61
65536,1546672,dec,61
65536,1539776,enc,62
65536,1545984,dec,62
65536,1540272,enc,63
65536,1547152,dec,63
131072,3065888,enc,0
131072,3070352,dec,0
131072,3066224,enc,1
131072,3071184,dec,1
131072,3066560,enc,2
131072,3070640,dec,2
131072,3066464,enc,3
131072,3070672,dec,3
131072,3066176,enc,4
131072,3072048,dec,4
131072,3066864,enc,5
131072,3072464,dec,5
131072,3065728,enc,6
131072,3070096,dec,6
131072,3066896,enc,7
131072,3070848,dec,7
131072,3065520,enc,8
131072,3072768,dec,8
131072,3065696,enc,9
131072,3071728,dec,9
131072,3065552,enc,10
131072,3073664,dec,10
131072,3065776,enc,11
131072,3071504,dec,11
131072,3065472,enc,12
131072,3072912,dec,12
131072,3065168,enc,13
131072,3072320,dec,13
131072,3065744,enc,14
131072,3070832,dec,14
131072,3066576,enc,15
131072,3071008,dec,15
131072,3064224,enc,16
131072,3071232,dec,16
131072,3066864,enc,17
131072,3073232,dec,17
131072,3066368,enc,18
131072,3072592,dec,18
131072,3066240,enc,19
131072,3073136,dec,19
131072,3065856,enc,20
131072,3070416,dec,20
131072,3065568,enc,21
131072,3072512,dec,21
131072,3065680,enc,22
131072,3072112,dec,22
131072,3066160,enc,23
131072,3073120,dec,23
131072,3065856,enc,24
131072,3071504,dec,24
131072,3065776,enc,25
131072,3073440,dec,25
131072,3066576,enc,26
131072,3070672,dec,26
131072,3065728,enc,27
131072,3070512,dec,27
131072,3065136,enc,28
131072,3072928,dec,28
131072,3065472,enc,29
131072,3071552,dec,29
131072,3066208,enc,30
131072,3070768,dec,30
131072,3065520,enc,31
131072,3073120,dec,31
131072,3065616,enc,32
131072,3073424,dec,32
131072,3066272,enc,33
131072,3073760,dec,33
131072,3066240,enc,34
131072,3073360,dec,34
131072,3066016,enc,35
131072,3071312,dec,35
131072,3066112,enc,36
131072,3070704,dec,36
131072,3065744,enc,37
131072,3071360,dec,37
131072,3065296,enc,38
131072,3071504,dec,38
131072,3065392,enc,39
131072,3072640,dec,39
131072,3065664,enc,40
131072,3070096,dec,40
131072,3065792,enc,41
131072,3070496,dec,41
131072,3065952,enc,42
131072,3072288,dec,42
131072,3066528,enc,43
131072,3071920,dec,43
131072,3065760,enc,44
131072,3072016,dec,44
131072,3065744,enc,45
131072,3070592,dec,45
131072,3065456,enc,46
131072,3070608,dec,46
131072,3065776,enc,47
131072,3073696,dec,47
131072,3065696,enc,48
131072,3070704,dec,48
131072,3065264,enc,49
131072,3070816,dec,49
131072,3066112,enc,50
131072,3073520,dec,50
131072,3066688,enc,51
131072,3072608,dec,51
131072,3065200,enc,52
131072,3073760,dec,52
131072,3065680,enc,53
131072,3073408,dec,53
131072,3065824,enc,54
131072,3073056,dec,54
131072,3067072,enc,55
131072,3071856,dec,55
131072,3066752,enc,56
131072,3072128,dec,56
131072,3066560,enc,57
131072,3069936,dec,57
131072,3065776,enc,58
131072,3072752,dec,58
131072,3064976,enc,59
131072,3070256,dec,59
131072,3065520,enc,60
131072,3071040,dec,60
131072,3065856,enc,61
131072,3073296,dec,61
131072,3065408,enc,62
131072,3072816,dec,62
131072,3065808,enc,63
131072,3070944,dec,63
262144,6114960,enc,0
262144,6114912,dec,0
262144,6116240,enc,1
262144,6114496,dec,1
262144,6115920,enc,2
262144,6114896,dec,2
262144,6115360,enc,3
262144,6115008,dec,3
262144,6115424,enc,4
262144,6113888,dec,4
262144,6116192,enc,5
262144,6114288,dec,5
262144,6114608,enc,6
262144,6114576,dec,6
262144,6115600,enc,7
262144,6114096,dec,7
262144,6116384,enc,8
262144,6113920,dec,8
262144,6114176,enc,9
262144,6114320,dec,9
262144,6115648,enc,10
262144,6114720,dec,10
262144,6115840,enc,11
262144,6114816,dec,11
262144,6115808,enc,12
262144,6113872,dec,12
262144,6116992,enc,13
262144,6113664,dec,13
262144,6115232,enc,14
262144,6114048,dec,14
262144,6115280,enc,15
262144,6114944,dec,15
262144,6115712,enc,16
262144,6114544,dec,16
262144,6114464,enc,17
262144,6114304,dec,17
262144,6115312,enc,18
262144,6114496,dec,18
262144,6116256,enc,19
262144,6114768,dec,19
262144,6115184,enc,20
262144,6114768,dec,20
262144,6113808,enc,21
262144,6114144,dec,21
262144,6115776,enc,22
262144,6113792,dec,22
262144,6115088,enc,23
262144,6115360,dec,23
262144,6114880,enc,24
262144,6114544,dec,24
262144,6115264,enc,25
262144,6115216,dec,25
262144,6115648,enc,26
262144,6114096,dec,26
262144,6113056,enc,27
262144,6114480,dec,27
262144,6115616,enc,28
262144,6113632,dec,28
262144,6115648,enc,29
262144,6113968,dec,29
262144,6116384,enc,30
262144,6113376,dec,30
262144,6114736,enc,31
262144,6114672,dec,31
262144,6115248,enc,32
262144,6114576,dec,32
262144,6115760,enc,33
262144,6113392,dec,33
262144,6115392,enc,34
262144,6113984,dec,34
262144,6115280,enc,35
262144,6114336,dec,35
262144,6115616,enc,36
262144,6114912,dec,36
262144,6115440,enc,37
262144,6113968,dec,37
262144,6116784,enc,38
262144,6113632,dec,38
262144,6115200,enc,39
262144,6113632,dec,39
262144,6115824,enc,40
262144,6114112,dec,40
262144,6114752,enc,41
262144,6115136,dec,41
262144,6114384,enc,42
262144,6114864,dec,42
262144,6114736,enc,43
262144,6116240,dec,43
262144,6115168,enc,44
262144,6114560,dec,44
262144,6116096,enc,45
262144,6115296,dec,45
262144,6116064,enc,46
262144,6114400,dec,46
262144,6114656,enc,47
262144,6113968,dec,47
262144,6115472,enc,48
262144,6114016,dec,48
262144,6115360,enc,49
262144,6113856,dec,49
262144,6116176,enc,50
262144,6114080,dec,50
262144,6115696,enc,51
262144,6114736,dec,51
262144,6116000,enc,52
262144,6114496,dec,52
262144,6116480,enc,53
262144,6115920,dec,53
262144,6115264,enc,54
262144,6114368,dec,54
262144,6114560,enc,55
262144,6114624,dec,55
262144,6116112,enc,56
262144,6114576,dec,56
262144,6114944,enc,57
262144,6114848,dec,57
262144,6114800,enc,58
262144,6115328,dec,58
262144,6115856,enc,59
262144,6114336,dec,59
262144,6114448,enc,60
262144,6113936,dec,60
262144,6115824,enc,61
262144,6115344,dec,61
262144,6114384,enc,62
262144,6115008,dec,62
262144,6115840,enc,63
262144,6114736,dec,63
524288,12211936,enc,0
524288,12213472,dec,0
524288,12213008,enc,1
524288,12212864,dec,1
524288,12212032,enc,2
524288,12211088,dec,2
524288,12213712,enc,3
524288,12212640,dec,3
524288,12212368,enc,4
524288,12211968,dec,4
524288,12211952,enc,5
524288,12211520,dec,5
524288,12213168,enc,6
524288,12212848,dec,6
524288,12213824,enc,7
524288,12210752,dec,7
524288,12213952,enc,8
524288,12211920,dec,8
524288,12213952,enc,9
524288,12213200,dec,9
524288,12213168,enc,10
524288,12212560,dec,10
524288,12214176,enc,11
524288,12214544,dec,11
524288,12213088,enc,12
524288,12212608,dec,12
524288,12211648,enc,13
524288,12211568,dec,13
524288,12212224,enc,14
524288,12211264,dec,14
524288,12213840,enc,15
524288,12210400,dec,15
524288,12212768,enc,16
524288,12212576,dec,16
524288,12212656,enc,17
524288,12212192,dec,17
524288,12213856,enc,18
524288,12212752,dec,18
524288,12213792,enc,19
524288,12213184,dec,19
524288,12214480,enc,20
524288,12213152,dec,20
524288,12215072,enc,21
524288,12212432,dec,21
524288,12212736,enc,22
524288,12211312,dec,22
524288,12213536,enc,23
524288,12213136,dec,23
524288,12212528,enc,24
524288,12212256,dec,24
524288,12211088,enc,25
524288,12211056,dec,25
524288,12214640,enc,26
524288,12214080,dec,26
524288,12213072,enc,27
524288,12214336,dec,27
524288,12214000,enc,28
524288,12212400,dec,28
524288,12211680,enc,29
524288,12211920,dec,29
524288,12213024,enc,30
524288,12212848,dec,30
524288,12211648,enc,31
524288,12212800,dec,31
524288,12213648,enc,32
524288,12214400,dec,32
524288,12214064,enc,33
524288,12212352,dec,33
524288,12213664,enc,34
524288,12214144,dec,34
524288,12214384,enc,35
524288,12212944,dec,35
524288,12214416,enc,36
524288,12212144,dec,36
524288,12212560,enc,37
524288,12212544,dec,37
524288,12213056,enc,38
524288,12211408,dec,38
524288,12215728,enc,39
524288,12210592,dec,39
524288,12213088,enc,40
524288,12212384,dec,40
524288,12212784,enc,41
524288,12212480,dec,41
524288,12214192,enc,42
524288,12211904,dec,42
524288,12215168,enc,43
524288,12214144,dec,43
524288,12214064,enc,44
524288,12212528,dec,44
524288,12213360,enc,45
524288,12212880,dec,45
524288,12212912,enc,46
524288,12211920,dec,46
524288,12212160,enc,47
524288,12214128,dec,47
524288,12211888,enc,48
524288,12212272,dec,48
524288,12212064,enc,49
524288,12213504,dec,49
524288,12213920,enc,50
524288,12213440,dec,50
524288,12213056,enc,51
524288,12213152,dec,51
524288,12215392,enc,52
524288,12212784,dec,52
524288,12213792,enc,53
524288,12212832,dec,53
524288,12213088,enc,54
524288,12212240,dec,54
524288,12214912,enc,55
524288,12210384,dec,55
524288,12214288,enc,56
524288,12211424,dec,56
524288,12213536,enc,57
524288,12211872,dec,57
524288,12213408,enc,58
524288,12212784,dec,58
524288,12213344,enc,59
524288,12211888,dec,59
524288,12213872,enc,60
524288,12210448,dec,60
524288,12212272,enc,61
524288,12212880,dec,61
524288,12213712,enc,62
524288,12213040,dec,62
524288,12214368,enc,63
524288,12211936,dec,63
1048576,24409728,enc,0
1048576,24404752,dec,0
1048576,24409888,enc,1
1048576,24406032,dec,1
1048576,24406208,enc,2
1048576,24407328,dec,2
1048576,24407568,enc,3
1048576,24405248,dec,3
1048576,24406752,enc,4
1048576,24405296,dec,4
1048576,24407376,enc,5
1048576,24405712,dec,5
1048576,24407568,enc,6
1048576,24405952,dec,6
1048576,24408800,enc,7
1048576,24403936,dec,7
1048576,24407472,enc,8
1048576,24403184,dec,8
1048576,24407424,enc,9
1048576,24406000,dec,9
1048576,24408384,enc,10
1048576,24406800,dec,10
1048576,24407840,enc,11
1048576,24405760,dec,11
1048576,24406784,enc,12
1048576,24405680,dec,12
1048576,24407504,enc,13
1048576,24406464,dec,13
1048576,24406608,enc,14
1048576,24405856,dec,14
1048576,24406816,enc,15
1048576,24407392,dec,15
1048576,24408128,enc,16
1048576,24405360,dec,16
1048576,24408832,enc,17
1048576,24407968,dec,17
1048576,24408224,enc,18
1048576,24407312,dec,18
1048576,24408464,enc,19
1048576,24408096,dec,19
1048576,24407472,enc,20
1048576,24406496,dec,20
1048576,24407840,enc,21
1048576,24406384,dec,21
1048576,24406736,enc,22
1048576,24406736,dec,22
1048576,24407744,enc,23
1048576,24406288,dec,23
1048576,24407120,enc,24
1048576,24406192,dec,24
1048576,24406576,enc,25
1048576,24407936,dec,25
1048576,24408096,enc,26
1048576,24405792,dec,26
1048576,24407120,enc,27
1048576,24404688,dec,27
1048576,24404784,enc,28
1048576,24406048,dec,28
1048576,24410304,enc,29
1048576,24405264,dec,29
1048576,24406128,enc,30
1048576,24407840,dec,30
1048576,24407472,enc,31
1048576,24409152,dec,31
1048576,24407808,enc,32
1048576,24406432,dec,32
1048576,24406720,enc,33
1048576,24405040,dec,33
1048576,24406800,enc,34
1048576,24407024,dec,34
1048576,24408016,enc,35
1048576,24405152,dec,35
1048576,24408032,enc,36
1048576,24405552,dec,36
1048576,24407280,enc,37
1048576,24406592,dec,37
1048576,24407312,enc,38
1048576,24406320,dec,38
1048576,24407472,enc,39
1048576,24405024,dec,39
1048576,24407040,enc,40
1048576,24406768,dec,40
1048576,24407312,enc,41
1048576,24411024,dec,41
1048576,24405680,enc,42
1048576,24405264,dec,42
1048576,24406208,enc,43
1048576,24406864,dec,43
1048576,24405792,enc,44
1048576,24406096,dec,44
1048576,24407616,enc,45
1048576,24405536,dec,45
1048576,24406944,enc,46
1048576,24406624,dec,46
1048576,24407072,enc,47
1048576,24405936,dec,47
1048576,24410816,enc,48
1048576,24404256,dec,48
1048576,24405360,enc,49
1048576,24405696,dec,49
1048576,24408192,enc,50
1048576,24404864,dec,50
1048576,24406752,enc,51
1048576,24407088,dec,51
1048576,24408800,enc,52
1048576,24408048,dec,52
1048576,24405776,enc,53
1048576,24406496,dec,53
1048576,24404752,enc,54
1048576,24406688,dec,54
1048576,24409040,enc,55
1048576,24404704,dec,55
1048576,24408576,enc,56
1048576,24406064,dec,56
1048576,24408048,enc,57
1048576,24403872,dec,57
1048576,24407904,enc,58
1048576,24404640,dec,58
1048576,24406352,enc,59
1048576,24406704,dec,59
1048576,24408032,enc,60
1048576,24405104,dec,60
1048576,24405072,enc,61
1048576,24406000,dec,61
1048576,24407552,enc,62
1048576,24405216,dec,62
1048576,24406608,enc,63
1048576,24406160,dec,63
2097152,48791856,enc,0
2097152,48791424,dec,0
2097152,48796448,enc,1
2097152,48792160,dec,1
2097152,48793280,enc,2
2097152,48794160,dec,2
2097152,48794464,enc,3
2097152,48793584,dec,3
2097152,48791248,enc,4
2097152,48794912,dec,4
2097152,48794144,enc,5
2097152,48791616,dec,5
2097152,48794672,enc,6
2097152,48796048,dec,6
2097152,48793152,enc,7
2097152,48790976,dec,7
2097152,48795280,enc,8
2097152,48789024,dec,8
2097152,48791520,enc,9
2097152,48794000,dec,9
2097152,48790352,enc,10
2097152,48795392,dec,10
2097152,48794704,enc,11
2097152,48793072,dec,11
2097152,48794288,enc,12
2097152,48792864,dec,12
2097152,48791168,enc,13
2097152,48793264,dec,13
2097152,48797536,enc,14
2097152,48792032,dec,14
2097152,48795568,enc,15
2097152,48793328,dec,15
2097152,48792512,enc,16
2097152,48792544,dec,16
2097152,48789552,enc,17
2097152,48797248,dec,17
2097152,48796096,enc,18
2097152,48791728,dec,18
2097152,48792480,enc,19
2097152,48793600,dec,19
2097152,48793312,enc,20
2097152,48792304,dec,20
2097152,48792096,enc,21
2097152,48794320,dec,21
2097152,48792208,enc,22
2097152,48795168,dec,22
2097152,48791376,enc,23
2097152,48792208,dec,23
2097152,48795536,enc,24
2097152,48792784,dec,24
2097152,48793248,enc,25
2097152,48791248,dec,25
2097152,48800208,enc,26
2097152,48793840,dec,26
2097152,48792256,enc,27
2097152,48794208,dec,27
2097152,48792256,enc,28
2097152,48800368,dec,28
2097152,48795488,enc,29
2097152,48796912,dec,29
2097152,48791664,enc,30
2097152,48794880,dec,30
2097152,48797024,enc,31
2097152,48795376,dec,31
2097152,48792016,enc,32
2097152,48794544,dec,32
2097152,48796112,enc,33
2097152,48795264,dec,33
2097152,48793584,enc,34
2097152,48795376,dec,34
2097152,48796736,enc,35
2097152,48790032,dec,35
2097152,48794368,enc,36
2097152,48794256,dec,36
2097152,48796400,enc,37
2097152,48791888,dec,37
2097152,48793776,enc,38
2097152,48791488,dec,38
2097152,48793376,enc,39
2097152,48792048,dec,39
2097152,48791648,enc,40
2097152,48795408,dec,40
2097152,48797440,enc,41
2097152,48790864,dec,41
2097152,48795360,enc,42
2097152,48797472,dec,42
2097152,48792448,enc,43
2097152,48799744,dec,43
2097152,48796400,enc,44
2097152,48791008,dec,44
2097152,48797824,enc,45
2097152,48793072,dec,45
2097152,48792176,enc,46
2097152,48791056,dec,46
2097152,48794240,enc,47
2097152,48790912,dec,47
2097152,48792032,enc,48
2097152,48792464,dec,48
2097152,48792448,enc,49
2097152,48791168,dec,49
2097152,48792912,enc,50
2097152,48792608,dec,50
2097152,48791536,enc,51
2097152,48796208,dec,51
2097152,48793152,enc,52
2097152,48792000,dec,52
2097152,48793520,enc,53
2097152,48791840,dec,53
2097152,48792496,enc,54
2097152,48793408,dec,54
2097152,48791840,enc,55
2097152,48790304,dec,55
2097152,48794000,enc,56
2097152,48790240,dec,56
2097152,48791936,enc,57
2097152,48791440,dec,57
2097152,48794528,enc,58
2097152,48792176,dec,58
2097152,48791360,enc,59
2097152,48791584,dec,59
2097152,48799344,enc,60
2097152,48790608,dec,60
2097152,48796592,enc,61
2097152,48789712,dec,61
2097152,48795744,enc,62
2097152,48791824,dec,62
2097152,48791824,enc,63
2097152,48789664,dec,63
4194304,97560896,enc,0
4194304,97559584,dec,0
4194304,97567872,enc,1
4194304,97562784,dec,1
4194304,97565120,enc,2
4194304,97562512,dec,2
4194304,97563536,enc,3
4194304,97562560,dec,3
4194304,97562304,enc,4
4194304,97559792,dec,4
4194304,97564896,enc,5
4194304,97565680,dec,5
4194304,97563552,enc,6
4194304,97561808,dec,6
4194304,97562944,enc,7
4194304,97565808,dec,7
4194304,97560784,enc,8
4194304,97562832,dec,8
4194304,97563872,enc,9
4194304,97562752,dec,9
4194304,97562832,enc,10
4194304,97561808,dec,10
4194304,97560800,enc,11
4194304,97562048,dec,11
4194304,97565888,enc,12
4194304,97566384,dec,12
4194304,97566064,enc,13
4194304,97563136,dec,13
4194304,97566368,enc,14
4194304,97564608,dec,14
4194304,97565328,enc,15
4194304,97563568,dec,15
4194304,97564160,enc,16
4194304,97562720,dec,16
4194304,97564992,enc,17
4194304,97561904,dec,17
4194304,97563504,enc,18
4194304,97566112,dec,18
4194304,97565456,enc,19
4194304,97561712,dec,19
4194304,97564848,enc,20
4194304,97562256,dec,20
4194304,97562384,enc,21
4194304,97563216,dec,21
4194304,97562352,enc,22
4194304,97561008,dec,22
4194304,97562576,enc,23
4194304,97562912,dec,23
4194304,97562704,enc,24
4194304,97562320,dec,24
4194304,97563552,enc,25
4194304,97565184,dec,25
4194304,97565792,enc,26
4194304,97559424,dec,26
4194304,97562272,enc,27
4194304,97563648,dec,27
4194304,97563184,enc,28
4194304,97562864,dec,28
4194304,97564096,enc,29
4194304,97561392,dec,29
4194304,97563248,enc,30
4194304,97559424,dec,30
4194304,97563552,enc,31
4194304,97563648,dec,31
4194304,97564128,enc,32
4194304,97563136,dec,32
4194304,97562560,enc,33
4194304,97562320,dec,33
4194304,97564592,enc,34
4194304,97560544,dec,34
4194304,97562048,enc,35
4194304,97561744,dec,35
4194304,97564096,enc,36
4194304,97561584,dec,36
4194304,97567376,enc,37
4194304,97559536,dec,37
4194304,97563232,enc,38
4194304,97560912,dec,38
4194304,97562464,enc,39
4194304,97563568,dec,39
4194304,97562032,enc,40
4194304,97558192,dec,40
4194304,97565504,enc,41
4194304,97562528,dec,41
4194304,97561072,enc,42
4194304,97562832,dec,42
4194304,97560208,enc,43
4194304,97565840,dec,43
4194304,97562816,enc,44
4194304,97559472,dec,44
4194304,97565456,enc,45
4194304,97557648,dec,45
4194304,97566752,enc,46
4194304,97559936,dec,46
4194304,97565808,enc,47
4194304,97563056,dec,47
4194304,97562896,enc,48
4194304,97565312,dec,48
4194304,97563200,enc,49
4194304,97562656,dec,49
4194304,97565632,enc,50
4194304,97563392,dec,50
4194304,97563136,enc,51
4194304,97563792,dec,51
4194304,97563296,enc,52
4194304,97562224,dec,52
4194304,97562752,enc,53
4194304,97562096,dec,53
4194304,97561232,enc,54
4194304,97564976,dec,54
4194304,97561856,enc,55
4194304,97563808,dec,55
4194304,97565776,enc,56
4194304,97562128,dec,56
4194304,97564544,enc,57
4194304,97562688,dec,57
4194304,97561312,enc,58
4194304,97563152,dec,58
4194304,97568384,enc,59
4194304,97561104,dec,59
4194304,97563664,enc,60
4194304,97563136,dec,60
4194304,97566976,enc,61
4194304,97565968,dec,61
4194304,97567792,enc,62
4194304,97564640,dec,62
4194304,97564608,enc,63
4194304,97567648,dec,63
8388608,195107248,enc,0
8388608,195101168,dec,0
8388608,195106800,enc,1
8388608,195102800,dec,1
8388608,195105872,enc,2
8388608,195103504,dec,2
8388608,195104048,enc,3
8388608,195102336,dec,3
8388608,195104704,enc,4
8388608,195100528,dec,4
8388608,195102736,enc,5
8388608,195103904,dec,5
8388608,195103760,enc,6
8388608,195103984,dec,6
8388608,195104128,enc,7
8388608,195101824,dec,7
8388608,195104752,enc,8
8388608,195101328,dec,8
8388608,195104144,enc,9
8388608,195103264,dec,9
8388608,195108048,enc,10
8388608,195100992,dec,10
8388608,195102480,enc,11
8388608,195103456,dec,11
8388608,195108992,enc,12
8388608,195102976,dec,12
8388608,195103984,enc,13
8388608,195107248,dec,13
8388608,195108224,enc,14
8388608,195103952,dec,14
8388608,195102416,enc,15
8388608,195101744,dec,15
8388608,195105296,enc,16
8388608,195107968,dec,16
8388608,195101920,enc,17
8388608,195103568,dec,17
8388608,195103776,enc,18
8388608,195104784,dec,18
8388608,195103920,enc,19
8388608,195102048,dec,19
8388608,195103392,enc,20
8388608,195103632,dec,20
8388608,195104672,enc,21
8388608,195102992,dec,21
8388608,195103488,enc,22
8388608,195103264,dec,22
8388608,195104016,enc,23
8388608,195101568,dec,23
8388608,195101968,enc,24
8388608,195103392,dec,24
8388608,195102368,enc,25
8388608,195101360,dec,25
8388608,195103248,enc,26
8388608,195103376,dec,26
8388608,195104336,enc,27
8388608,195102912,dec,27
8388608,195103408,enc,28
8388608,195105872,dec,28
8388608,195103952,enc,29
8388608,195102416,dec,29
8388608,195102544,enc,30
8388608,195103776,dec,30
8388608,195104400,enc,31
8388608,195102320,dec,31
8388608,195105520,enc,32
8388608,195101600,dec,32
8388608,195102400,enc,33
8388608,195105520,dec,33
8388608,195105520,enc,34
8388608,195107088,dec,34
8388608,195104528,enc,35
8388608,195101776,dec,35
8388608,195104576,enc,36
8388608,195107120,dec,36
8388608,195104112,enc,37
8388608,195101232,dec,37
8388608,195103696,enc,38
8388608,195105008,dec,38
8388608,195101552,enc,39
8388608,195102128,dec,39
8388608,195102048,enc,40
8388608,195099808,dec,40
8388608,195105680,enc,41
8388608,195103584,dec,41
8388608,195102496,enc,42
8388608,195102896,dec,42
8388608,195105056,enc,43
8388608,195104384,dec,43
8388608,195106816,enc,44
8388608,195098080,dec,44
8388608,195107664,enc,45
8388608,195101904,dec,45
8388608,195105552,enc,46
8388608,195100320,dec,46
8388608,195108160,enc,47
8388608,195103168,dec,47
8388608,195105616,enc,48
8388608,195104160,dec,48
8388608,195105968,enc,49
8388608,195100944,dec,49
8388608,195102832,enc,50
8388608,195104144,dec,50
8388608,195108128,enc,51
8388608,195102144,dec,51
8388608,195104688,enc,52
8388608,195102096,dec,52
8388608,195106544,enc,53
8388608,195102784,dec,53
8388608,195103232,enc,54
8388608,195102640,dec,54
8388608,195108336,enc,55
8388608,195103200,dec,55
8388608,195106048,enc,56
8388608,195105504,dec,56
8388608,195105136,enc,57
8388608,195103184,dec,57
8388608,195108784,enc,58
8388608,195104848,dec,58
8388608,195103328,enc,59
8388608,195100576,dec,59
8388608,195103488,enc,60
8388608,195102352,dec,60
8388608,195108064,enc,61
8388608,195104768,dec,61
8388608,195105680,enc,62
8388608,195102544,dec,62
8388608,195107024,enc,63
8388608,195102464,dec,63
16777216,390192048,enc,0
16777216,390185488,dec,0
16777216,390185056,enc,1
16777216,390182144,dec,1
16777216,390189536,enc,2
16777216,390187520,dec,2
16777216,390187040,enc,3
16777216,390183328,dec,3
16777216,390182480,enc,4
16777216,390185504,dec,4
16777216,390182688,enc,5
16777216,390183056,dec,5
16777216,390188016,enc,6
16777216,390182304,dec,6
16777216,390187536,enc,7
16777216,390183376,dec,7
16777216,390184240,enc,8
16777216,390184336,dec,8
16777216,390185504,enc,9
16777216,390185808,dec,9
16777216,390184368,enc,10
16777216,390183072,dec,10
16777216,390180944,enc,11
16777216,390182240,dec,11
16777216,390192528,enc,12
16777216,390186832,dec,12
16777216,390183744,enc,13
16777216,390184480,dec,13
16777216,390184288,enc,14
16777216,390187920,dec,14
16777216,390183904,enc,15
16777216,390181776,dec,15
16777216,390180624,enc,16
16777216,390187776,dec,16
16777216,390179744,enc,17
16777216,390186800,dec,17
16777216,390185920,enc,18
16777216,390184656,dec,18
16777216,390183952,enc,19
16777216,390183104,dec,19
16777216,390186784,enc,20
16777216,390185792,dec,20
16777216,390188544,enc,21
16777216,390183456,dec,21
16777216,390189632,enc,22
16777216,390190928,dec,22
16777216,390182416,enc,23
16777216,390184208,dec,23
16777216,390183840,enc,24
16777216,390181264,dec,24
16777216,390186752,enc,25
16777216,390188816,dec,25
16777216,390186480,enc,26
16777216,390184608,dec,26
16777216,390188992,enc,27
16777216,390184064,dec,27
16777216,390186352,enc,28
16777216,390183952,dec,28
16777216,390188864,enc,29
16777216,390188240,dec,29
16777216,390189168,enc,30
16777216,390184000,dec,30
16777216,390185168,enc,31
16777216,390184352,dec,31
16777216,390186928,enc,32
16777216,390183584,dec,32
16777216,390186416,enc,33
16777216,390180128,dec,33
16777216,390188608,enc,34
16777216,390184240,dec,34
16777216,390184096,enc,35
16777216,390184800,dec,35
16777216,390188544,enc,36
16777216,390182896,dec,36
16777216,390188000,enc,37
16777216,390180352,dec,37
16777216,390185552,enc,38
16777216,390181888,dec,38
16777216,390180032,enc,39
16777216,390186640,dec,39
16777216,390187392,enc,40
16777216,390185040,dec,40
16777216,390186944,enc,41
16777216,390186560,dec,41
16777216,390182048,enc,42
16777216,390185664,dec,42
16777216,390182976,enc,43
16777216,390186304,dec,43
16777216,390186944,enc,44
16777216,390184256,dec,44
16777216,390184448,enc,45
16777216,390187920,dec,45
16777216,390178960,enc,46
16777216,390182560,dec,46
16777216,390186000,enc,47
16777216,390184784,dec,47
16777216,390184672,enc,48
16777216,390180800,dec,48
16777216,390183232,enc,49
16777216,390182160,dec,49
16777216,390187264,enc,50
16777216,390180624,dec,50
16777216,390191824,enc,51
16777216,390187024,dec,51
16777216,390179424,enc,52
16777216,390180416,dec,52
16777216,390186080,enc,53
16777216,390185312,dec,53
16777216,390183184,enc,54
16777216,390184944,dec,54
16777216,390188224,enc,55
16777216,390187264,dec,55
16777216,390188192,enc,56
16777216,390184128,dec,56
16777216,390187088,enc,57
16777216,390182368,dec,57
16777216,390186656,enc,58
16777216,390181616,dec,58
