type,size,threads,time (rdtsc),clocks per sec,transfer rate (MB/s)
gather,262144,10,27065098,2095283550,1238.66
transfer,262144,10,5440781,2095283550,6161.71
gather,262144,10,26915358,2095283550,1245.55
broadcast,524288,10,7586551,2095283550,8837.89
gather,524288,10,58617022,2095283550,1143.85
transfer,524288,10,6716721,2095283550,9982.41
gather,524288,10,57570753,2095283550,1164.64
broadcast,1048576,10,14788195,2095283550,9067.92
gather,1048576,10,144312799,2095283550,929.22
transfer,1048576,10,23773258,2095283550,5640.71
gather,1048576,10,145764801,2095283550,919.96
broadcast,2097152,10,28172108,2095283550,9519.92
gather,2097152,10,316070057,2095283550,848.53
transfer,2097152,10,47928426,2095283550,5595.77
gather,2097152,10,316004051,2095283550,848.71
broadcast,4194304,10,56566108,2095283550,9482.58
gather,4194304,10,687185100,2095283550,780.56
transfer,4194304,10,107323121,2095283550,4997.92
gather,4194304,10,676874036,2095283550,792.46
broadcast,8388608,10,114256334,2095283550,9389.28
gather,8388608,10,1461928893,2095283550,733.81
transfer,8388608,10,214378609,2095283550,5004.16
gather,8388608,10,1465326871,2095283550,732.11
broadcast,16777216,10,214355090,2095283550,10009.42
gather,16777216,10,3078862296,2095283550,696.87
transfer,16777216,10,452573793,2095283550,4740.82
gather,16777216,10,3048054648,2095283550,703.91
broadcast,33554432,10,332425812,2095283550,12908.57
gather,33554432,10,6065269384,2095283550,707.49
transfer,33554432,10,877991464,2095283550,4887.45
gather,33554432,10,6222306760,2095283550,689.64
broadcast,64,11,293733,2095283550,27.86
gather,64,11,290497,2095283550,28.17
transfer,64,11,283156,2095283550,28.91
gather,64,11,289092,2095283550,28.31
broadcast,128,11,407028,2095283550,40.22
gather,128,11,388075,2095283550,42.18
transfer,128,11,378460,2095283550,43.25
gather,128,11,382850,2095283550,42.76
broadcast,256,11,308997,2095283550,105.95
gather,256,11,311616,2095283550,105.06
transfer,256,11,289933,2095283550,112.92
gather,256,11,307081,2095283550,106.61
broadcast,512,11,472934,2095283550,138.45
gather,512,11,404170,2095283550,162.01
transfer,512,11,398864,2095283550,164.16
gather,512,11,410035,2095283550,159.69
broadcast,1024,11,362105,2095283550,361.65
gather,1024,11,413626,2095283550,316.60
transfer,1024,11,381260,2095283550,343.48
gather,1024,11,422161,2095283550,310.20
broadcast,2048,11,321570,2095283550,814.47
gather,2048,11,492883,2095283550,531.38
transfer,2048,11,309857,2095283550,845.26
gather,2048,11,478849,2095283550,546.96
broadcast,4096,11,362193,2095283550,1446.25
gather,4096,11,706190,2095283550,741.76
transfer,4096,11,444907,2095283550,1177.37
gather,4096,11,692813,2095283550,756.08
broadcast,8192,11,432802,2095283550,2420.60
gather,8192,11,1170329,2095283550,895.17
transfer,8192,11,823606,2095283550,1272.02
gather,8192,11,1106440,2095283550,946.86
broadcast,16384,11,425176,2095283550,4928.04
gather,16384,11,2305175,2095283550,908.95
transfer,16384,11,721664,2095283550,2903.41
gather,16384,11,1874475,2095283550,1117.80
broadcast,32768,11,753775,2095283550,5559.44
gather,32768,11,3483406,2095283550,1203.01
transfer,32768,11,1005356,2095283550,4168.24
gather,32768,11,2648144,2095283550,1582.45
broadcast,65536,11,1330242,2095283550,6300.46
gather,65536,11,4514133,2095283550,1856.64
transfer,65536,11,1326624,2095283550,6317.64
gather,65536,11,3428092,2095283550,2444.84
broadcast,131072,11,2191653,2095283550,7648.23
gather,131072,11,12499680,2095283550,1341.02
transfer,131072,11,2572906,2095283550,6514.92
gather,131072,11,12140432,2095283550,1380.70
broadcast,262144,11,4092925,2095283550,8190.85
gather,262144,11,25777492,2095283550,1300.54
transfer,262144,11,2409105,2095283550,13915.76
gather,262144,11,25361450,2095283550,1321.87
broadcast,524288,11,8024082,2095283550,8355.98
gather,524288,11,55805023,2095283550,1201.49
transfer,524288,11,6963976,2095283550,9627.99
gather,524288,11,55143164,2095283550,1215.91
broadcast,1048576,11,15384775,2095283550,8716.29
gather,1048576,11,134110130,2095283550,999.91
transfer,1048576,11,22277176,2095283550,6019.53
gather,1048576,11,131734984,2095283550,1017.94
broadcast,2097152,11,29446602,2095283550,9107.89
gather,2097152,11,282617762,2095283550,948.97
transfer,2097152,11,52519181,2095283550,5106.64
gather,2097152,11,287832851,2095283550,931.78
broadcast,4194304,11,60515972,2095283550,8863.65
gather,4194304,11,587805693,2095283550,912.53
transfer,4194304,11,105826290,2095283550,5068.61
gather,4194304,11,587615533,2095283550,912.83
broadcast,8388608,11,117430051,2095283550,9135.53
gather,8388608,11,1337249407,2095283550,802.23
transfer,8388608,11,233629690,2095283550,4591.82
gather,8388608,11,1398610680,2095283550,767.04
broadcast,16777216,11,214554380,2095283550,10000.12
gather,16777216,11,2590582689,2095283550,828.22
transfer,16777216,11,444160932,2095283550,4830.61
gather,16777216,11,2636535575,2095283550,813.78
broadcast,33554432,11,338244304,2095283550,12686.51
gather,33554432,11,5246636374,2095283550,817.88
transfer,33554432,11,877639350,2095283550,4889.41
gather,33554432,11,5296665911,2095283550,810.16
broadcast,64,12,330326,2095283550,24.78
gather,64,12,361800,2095283550,22.62
transfer,64,12,295663,2095283550,27.68
gather,64,12,319967,2095283550,25.58
broadcast,128,12,412050,2095283550,39.73
gather,128,12,405198,2095283550,40.40
transfer,128,12,402789,2095283550,40.64
gather,128,12,413625,2095283550,39.58
broadcast,256,12,341652,2095283550,95.83
gather,256,12,330889,2095283550,98.94
transfer,256,12,306882,2095283550,106.68
gather,256,12,335935,2095283550,97.46
broadcast,512,12,346304,2095283550,189.08
gather,512,12,373721,2095283550,175.20
transfer,512,12,341140,2095283550,191.94
gather,512,12,365204,2095283550,179.29
broadcast,1024,12,399941,2095283550,327.44
gather,1024,12,407400,2095283550,321.44
transfer,1024,12,349944,2095283550,374.22
gather,1024,12,393020,2095283550,333.20
broadcast,2048,12,314251,2095283550,833.44
gather,2048,12,485110,2095283550,539.90
transfer,2048,12,354512,2095283550,738.79
gather,2048,12,484711,2095283550,540.34
broadcast,4096,12,335527,2095283550,1561.19
gather,4096,12,781810,2095283550,670.01
transfer,4096,12,405415,2095283550,1292.06
gather,4096,12,743200,2095283550,704.82
broadcast,8192,12,364380,2095283550,2875.14
gather,8192,12,1033412,2095283550,1013.77
transfer,8192,12,493724,2095283550,2121.92
gather,8192,12,908907,2095283550,1152.64
broadcast,16384,12,541500,2095283550,3869.41
gather,16384,12,2096124,2095283550,999.60
transfer,16384,12,917106,2095283550,2284.67
gather,16384,12,1916217,2095283550,1093.45
broadcast,32768,12,822627,2095283550,5094.13
gather,32768,12,3195852,2095283550,1311.25
transfer,32768,12,1125008,2095283550,3724.92
gather,32768,12,2565525,2095283550,1633.42
broadcast,65536,12,1511331,2095283550,5545.53
gather,65536,12,5063388,2095283550,1655.24
transfer,65536,12,1413330,2095283550,5930.06
gather,65536,12,4294885,2095283550,1951.42
broadcast,131072,12,2521691,2095283550,6647.23
gather,131072,12,12795960,2095283550,1309.97
transfer,131072,12,3367631,2095283550,4977.47
gather,131072,12,12519621,2095283550,1338.88
broadcast,262144,12,4916824,2095283550,6818.33
gather,262144,12,26440280,2095283550,1267.93
transfer,262144,12,4501875,2095283550,7446.79
gather,262144,12,25691681,2095283550,1304.88
broadcast,524288,12,8309985,2095283550,8068.50
gather,524288,12,54652616,2095283550,1226.82
transfer,524288,12,7058803,2095283550,9498.65
gather,524288,12,54572366,2095283550,1228.63
broadcast,1048576,12,15655164,2095283550,8565.75
gather,1048576,12,138162641,2095283550,970.58
transfer,1048576,12,21117468,2095283550,6350.11
gather,1048576,12,133643156,2095283550,1003.40
broadcast,2097152,12,30784486,2095283550,8712.06
gather,2097152,12,288657945,2095283550,929.11
transfer,2097152,12,52704910,2095283550,5088.64
gather,2097152,12,288507058,2095283550,929.60
broadcast,4194304,12,59203253,2095283550,9060.19
gather,4194304,12,644856283,2095283550,831.80
transfer,4194304,12,106975495,2095283550,5014.16
gather,4194304,12,631994458,2095283550,848.73
broadcast,8388608,12,121439914,2095283550,8833.88
gather,8388608,12,1156416341,2095283550,927.68
transfer,8388608,12,219402880,2095283550,4889.57
gather,8388608,12,1145525036,2095283550,936.50
broadcast,16777216,12,226822784,2095283550,9459.24
gather,16777216,12,2396706810,2095283550,895.22
transfer,16777216,12,420236485,2095283550,5105.63
gather,16777216,12,2276905172,2095283550,942.32
broadcast,33554432,12,349950520,2095283550,12262.14
gather,33554432,12,4439943727,2095283550,966.49
transfer,33554432,12,842512352,2095283550,5093.27
gather,33554432,12,4420014445,2095283550,970.84
broadcast,64,13,370231,2095283550,22.11
gather,64,13,328806,2095283550,24.89
transfer,64,13,321508,2095283550,25.46
gather,64,13,327528,2095283550,24.99
broadcast,128,13,449639,2095283550,36.41
gather,128,13,454430,2095283550,36.02
transfer,128,13,444278,2095283550,36.84
gather,128,13,443991,2095283550,36.87
broadcast,256,13,417295,2095283550,78.45
gather,256,13,412971,2095283550,79.28
transfer,256,13,389388,2095283550,84.08
gather,256,13,405309,2095283550,80.77
broadcast,512,13,365820,2095283550,178.99
gather,512,13,368333,2095283550,177.77
transfer,512,13,346020,2095283550,189.23
gather,512,13,381791,2095283550,171.50
broadcast,1024,13,388390,2095283550,337.17
gather,1024,13,425960,2095283550,307.44
transfer,1024,13,412237,2095283550,317.67
gather,1024,13,479262,2095283550,273.24
broadcast,2048,13,385122,2095283550,680.07
gather,2048,13,611937,2095283550,428.00
transfer,2048,13,373469,2095283550,701.29
gather,2048,13,565402,2095283550,463.23
broadcast,4096,13,461001,2095283550,1136.27
gather,4096,13,718283,2095283550,729.27
transfer,4096,13,667170,2095283550,785.14
gather,4096,13,638293,2095283550,820.66
broadcast,8192,13,410357,2095283550,2553.00
gather,8192,13,1052070,2095283550,995.79
transfer,8192,13,889389,2095283550,1177.93
gather,8192,13,1041360,2095283550,1006.03
broadcast,16384,13,440159,2095283550,4760.29
gather,16384,13,1858594,2095283550,1127.35
transfer,16384,13,815168,2095283550,2570.37
gather,16384,13,1650418,2095283550,1269.55
broadcast,32768,13,773824,2095283550,5415.40
gather,32768,13,2935980,2095283550,1427.31
transfer,32768,13,980132,2095283550,4275.51
gather,32768,13,2314018,2095283550,1810.95
broadcast,65536,13,1232798,2095283550,6798.47
gather,65536,13,4627379,2095283550,1811.21
transfer,65536,13,1285333,2095283550,6520.59
gather,65536,13,4289382,2095283550,1953.93
broadcast,131072,13,2413689,2095283550,6944.67
gather,131072,13,11794062,2095283550,1421.25
transfer,131072,13,3731206,2095283550,4492.45
gather,131072,13,11654763,2095283550,1438.23
broadcast,262144,13,4222145,2095283550,7940.17
gather,262144,13,23899395,2095283550,1402.74
transfer,262144,13,3150049,2095283550,10642.54
gather,262144,13,23228031,2095283550,1443.28
broadcast,524288,13,8290567,2095283550,8087.39
gather,524288,13,45928211,2095283550,1459.87
transfer,524288,13,7008421,2095283550,9566.93
gather,524288,13,45672860,2095283550,1468.03
broadcast,1048576,13,16087249,2095283550,8335.68
gather,1048576,13,121371025,2095283550,1104.86
transfer,1048576,13,21469793,2095283550,6245.90
gather,1048576,13,119408661,2095283550,1123.02
broadcast,2097152,13,30963200,2095283550,8661.78
gather,2097152,13,265628448,2095283550,1009.67
transfer,2097152,13,49880200,2095283550,5376.81
gather,2097152,13,269272182,2095283550,996.00
broadcast,4194304,13,61295240,2095283550,8750.97
gather,4194304,13,451751649,2095283550,1187.36
transfer,4194304,13,99584436,2095283550,5386.31
gather,4194304,13,455990931,2095283550,1176.32
broadcast,8388608,13,119611443,2095283550,8968.92
gather,8388608,13,1005620964,2095283550,1066.79
transfer,8388608,13,208960077,2095283550,5133.92
gather,8388608,13,1004873477,2095283550,1067.58
broadcast,16777216,13,228963750,2095283550,9370.79
gather,16777216,13,2171328933,2095283550,988.14
transfer,16777216,13,419492708,2095283550,5114.68
gather,16777216,13,2218156465,2095283550,967.28
broadcast,33554432,13,345741407,2095283550,12411.42
gather,33554432,13,3924455841,2095283550,1093.44
transfer,33554432,13,847506603,2095283550,5063.25
gather,33554432,13,3910788880,2095283550,1097.26
broadcast,64,14,445499,2095283550,18.37
gather,64,14,396876,2095283550,20.62
transfer,64,14,342274,2095283550,23.91
gather,64,14,392844,2095283550,20.83
broadcast,128,14,499333,2095283550,32.78
gather,128,14,490982,2095283550,33.34
transfer,128,14,487102,2095283550,33.61
gather,128,14,467974,2095283550,34.98
broadcast,256,14,369278,2095283550,88.66
gather,256,14,393477,2095283550,83.20
transfer,256,14,359016,2095283550,91.19
gather,256,14,475647,2095283550,68.83
broadcast,512,14,411036,2095283550,159.30
gather,512,14,417935,2095283550,156.67
transfer,512,14,385796,2095283550,169.72
gather,512,14,403375,2095283550,162.32
broadcast,1024,14,416596,2095283550,314.35
gather,1024,14,486141,2095283550,269.38
transfer,1024,14,447405,2095283550,292.70
gather,1024,14,448720,2095283550,291.84
broadcast,2048,14,473056,2095283550,553.66
gather,2048,14,551479,2095283550,474.92
transfer,2048,14,430277,2095283550,608.70
gather,2048,14,524656,2095283550,499.20
broadcast,4096,14,457106,2095283550,1145.95
gather,4096,14,733965,2095283550,713.69
transfer,4096,14,617630,2095283550,848.11
gather,4096,14,669845,2095283550,782.00
broadcast,8192,14,502943,2095283550,2083.02
gather,8192,14,1048129,2095283550,999.54
transfer,8192,14,686753,2095283550,1525.50
gather,8192,14,938862,2095283550,1115.86
broadcast,16384,14,563738,2095283550,3716.77
gather,16384,14,1840403,2095283550,1138.49
transfer,16384,14,820068,2095283550,2555.01
gather,16384,14,1692562,2095283550,1237.94
broadcast,32768,14,661859,2095283550,6331.51
gather,32768,14,2725786,2095283550,1537.38
transfer,32768,14,1313771,2095283550,3189.72
gather,32768,14,2322784,2095283550,1804.11
broadcast,65536,14,1384643,2095283550,6052.92
gather,65536,14,4779300,2095283550,1753.63
transfer,65536,14,1565185,2095283550,5354.72
gather,65536,14,4296476,2095283550,1950.70
broadcast,131072,14,2664683,2095283550,6290.53
gather,131072,14,12163119,2095283550,1378.12
transfer,131072,14,3433113,2095283550,4882.53
gather,131072,14,11944490,2095283550,1403.35
broadcast,262144,14,4371015,2095283550,7669.74
gather,262144,14,17027923,2095283550,1968.80
transfer,262144,14,5609756,2095283550,5976.11
gather,262144,14,24590082,2095283550,1363.34
broadcast,524288,14,8126060,2095283550,8251.12
gather,524288,14,42501801,2095283550,1577.56
transfer,524288,14,5731514,2095283550,11698.32
gather,524288,14,42020392,2095283550,1595.63
broadcast,1048576,14,16623052,2095283550,8067.00
gather,1048576,14,125612600,2095283550,1067.55
transfer,1048576,14,23447604,2095283550,5719.06
gather,1048576,14,103228934,2095283550,1299.04
broadcast,2097152,14,30889502,2095283550,8682.44
gather,2097152,14,268427977,2095283550,999.14
transfer,2097152,14,50920294,2095283550,5266.98
gather,2097152,14,276233014,2095283550,970.91
broadcast,4194304,14,60104757,2095283550,8924.30
gather,4194304,14,552528673,2095283550,970.80
transfer,4194304,14,112506747,2095283550,4767.65
gather,4194304,14,642242675,2095283550,835.19
broadcast,8388608,14,126958543,2095283550,8449.89
gather,8388608,14,1096153603,2095283550,978.68
transfer,8388608,14,216526995,2095283550,4954.51
gather,8388608,14,1088455672,2095283550,985.60
broadcast,16777216,14,242903107,2095283550,8833.03
gather,16777216,14,2187231341,2095283550,980.95
transfer,16777216,14,432532491,2095283550,4960.48
gather,16777216,14,2183635851,2095283550,982.57
broadcast,33554432,14,353005461,2095283550,12156.02
gather,33554432,14,3959482765,2095283550,1083.76
transfer,33554432,14,855381028,2095283550,5016.64
gather,33554432,14,4160851063,2095283550,1031.31
broadcast,64,15,447600,2095283550,18.29
gather,64,15,477936,2095283550,17.13
transfer,64,15,450867,2095283550,18.15
gather,64,15,484689,2095283550,16.89
broadcast,128,15,515944,2095283550,31.73
gather,128,15,506239,2095283550,32.34
transfer,128,15,504378,2095283550,32.45
gather,128,15,526421,2095283550,31.10
broadcast,256,15,528898,2095283550,61.90
gather,256,15,524408,2095283550,62.43
transfer,256,15,510624,2095283550,64.12
gather,256,15,483088,2095283550,67.77
broadcast,512,15,431219,2095283550,151.84
gather,512,15,432804,2095283550,151.29
transfer,512,15,389577,2095283550,168.07
gather,512,15,410393,2095283550,159.55
broadcast,1024,15,475912,2095283550,275.17
gather,1024,15,513358,2095283550,255.10
transfer,1024,15,493128,2095283550,265.56
gather,1024,15,483688,2095283550,270.74
broadcast,2048,15,443757,2095283550,590.21
gather,2048,15,547275,2095283550,478.57
transfer,2048,15,522524,2095283550,501.24
gather,2048,15,605025,2095283550,432.89
broadcast,4096,15,500304,2095283550,1047.01
gather,4096,15,740724,2095283550,707.17
transfer,4096,15,618204,2095283550,847.33
gather,4096,15,714770,2095283550,732.85
broadcast,8192,15,527729,2095283550,1985.19
gather,8192,15,1092838,2095283550,958.64
transfer,8192,15,569416,2095283550,1839.85
gather,8192,15,978427,2095283550,1070.74
broadcast,16384,15,618548,2095283550,3387.42
gather,16384,15,1702284,2095283550,1230.87
transfer,16384,15,710191,2095283550,2950.31
gather,16384,15,1397072,2095283550,1499.77
broadcast,32768,15,806021,2095283550,5199.08
gather,32768,15,2679495,2095283550,1563.94
transfer,32768,15,1203450,2095283550,3482.13
gather,32768,15,2286670,2095283550,1832.61
broadcast,65536,15,1442178,2095283550,5811.44
gather,65536,15,4481257,2095283550,1870.26
transfer,65536,15,1393057,2095283550,6016.36
gather,65536,15,4470530,2095283550,1874.75
broadcast,131072,15,2409074,2095283550,6957.97
gather,131072,15,11461869,2095283550,1462.44
transfer,131072,15,3461276,2095283550,4842.80
gather,131072,15,11802134,2095283550,1420.27
broadcast,262144,15,4550828,2095283550,7366.69
gather,262144,15,25539494,2095283550,1312.65
transfer,262144,15,5762224,2095283550,5817.99
gather,262144,15,25764369,2095283550,1301.20
broadcast,524288,15,8684865,2095283550,7720.22
gather,524288,15,46910510,2095283550,1429.30
transfer,524288,15,8619039,2095283550,7779.18
gather,524288,15,46648922,2095283550,1437.31
broadcast,1048576,15,17040213,2095283550,7869.51
gather,1048576,15,125165630,2095283550,1071.37
transfer,1048576,15,23524355,2095283550,5700.40
gather,1048576,15,126754525,2095283550,1057.94
broadcast,2097152,15,32091673,2095283550,8357.19
gather,2097152,15,243688482,2095283550,1100.57
transfer,2097152,15,56466214,2095283550,4749.68
gather,2097152,15,248014643,2095283550,1081.37
broadcast,4194304,15,62976993,2095283550,8517.28
gather,4194304,15,502998960,2095283550,1066.39
transfer,4194304,15,109136049,2095283550,4914.90
gather,4194304,15,506685825,2095283550,1058.63
broadcast,8388608,15,127644654,2095283550,8404.47
gather,8388608,15,1042744405,2095283550,1028.81
transfer,8388608,15,227293902,2095283550,4719.82
gather,8388608,15,1006867018,2095283550,1065.47
broadcast,16777216,15,248242529,2095283550,8643.04
gather,16777216,15,2029694128,2095283550,1057.09
transfer,16777216,15,422249439,2095283550,5081.29
gather,16777216,15,2015944356,2095283550,1064.30
broadcast,33554432,15,411189590,2095283550,10435.92
gather,33554432,15,4074758422,2095283550,1053.10
transfer,33554432,15,852363399,2095283550,5034.40
gather,33554432,15,4129602811,2095283550,1039.12
broadcast,64,16,413953,2095283550,19.77
gather,64,16,385821,2095283550,21.21
transfer,64,16,395365,2095283550,20.70
gather,64,16,396507,2095283550,20.64
broadcast,128,16,565244,2095283550,28.96
gather,128,16,536834,2095283550,30.49
transfer,128,16,495221,2095283550,33.05
gather,128,16,534894,2095283550,30.60
broadcast,256,16,564809,2095283550,57.96
gather,256,16,553434,2095283550,59.16
transfer,256,16,593099,2095283550,55.20
gather,256,16,548356,2095283550,59.70
broadcast,512,16,520793,2095283550,125.73
gather,512,16,509641,2095283550,128.48
transfer,512,16,505838,2095283550,129.44
gather,512,16,488002,2095283550,134.17
broadcast,1024,16,452439,2095283550,289.44
gather,1024,16,519342,2095283550,252.16
transfer,1024,16,469628,2095283550,278.85
gather,1024,16,494044,2095283550,265.07
broadcast,2048,16,528436,2095283550,495.63
gather,2048,16,571877,2095283550,457.98
transfer,2048,16,572258,2095283550,457.68
gather,2048,16,571611,2095283550,458.20
broadcast,4096,16,504457,2095283550,1038.39
gather,4096,16,828722,2095283550,632.08
transfer,4096,16,644392,2095283550,812.89
gather,4096,16,734567,2095283550,713.10
broadcast,8192,16,530280,2095283550,1975.64
gather,8192,16,1138952,2095283550,919.83
transfer,8192,16,1028837,2095283550,1018.28
gather,8192,16,1021816,2095283550,1025.27
broadcast,16384,16,645738,2095283550,3244.79
gather,16384,16,2002864,2095283550,1046.14
transfer,16384,16,877946,2095283550,2386.57
gather,16384,16,1740302,2095283550,1203.98
broadcast,32768,16,902608,2095283550,4642.73
gather,32768,16,2834442,2095283550,1478.45
transfer,32768,16,1181893,2095283550,3545.64
gather,32768,16,2705751,2095283550,1548.76
broadcast,65536,16,1219463,2095283550,6872.81
gather,65536,16,5263908,2095283550,1592.19
transfer,65536,16,1759277,2095283550,4763.97
gather,65536,16,4776251,2095283550,1754.75
broadcast,131072,16,2452219,2095283550,6835.55
gather,131072,16,13944450,2095283550,1202.07
transfer,131072,16,3581152,2095283550,4680.69
gather,131072,16,13111690,2095283550,1278.42
broadcast,262144,16,4830435,2095283550,6940.27
gather,262144,16,25756105,2095283550,1301.62
transfer,262144,16,5852971,2095283550,5727.78
gather,262144,16,26138048,2095283550,1282.60
broadcast,524288,16,8972028,2095283550,7473.12
gather,524288,16,50502238,2095283550,1327.65
transfer,524288,16,7140669,2095283550,9389.75
gather,524288,16,50139468,2095283550,1337.25
broadcast,1048576,16,16417878,2095283550,8167.81
gather,1048576,16,123965459,2095283550,1081.74
transfer,1048576,16,21701066,2095283550,6179.33
gather,1048576,16,124759356,2095283550,1074.85
broadcast,2097152,16,31993538,2095283550,8382.83
gather,2097152,16,277733392,2095283550,965.66
transfer,2097152,16,47727066,2095283550,5619.38
gather,2097152,16,285954796,2095283550,937.90
broadcast,4194304,16,62606245,2095283550,8567.72
gather,4194304,16,551495506,2095283550,972.61
transfer,4194304,16,107339495,2095283550,4997.16
gather,4194304,16,538927023,2095283550,995.30
broadcast,8388608,16,126416644,2095283550,8486.11
gather,8388608,16,1062207295,2095283550,1009.96
transfer,8388608,16,213343985,2095283550,5028.43
gather,8388608,16,1069951261,2095283550,1002.65
broadcast,16777216,16,237124420,2095283550,9048.29
gather,16777216,16,2232187202,2095283550,961.20
transfer,16777216,16,416926236,2095283550,5146.16
gather,16777216,16,2204998668,2095283550,973.05
broadcast,33554432,16,360032433,2095283550,11918.76
gather,33554432,16,5299887353,2095283550,809.67
transfer,33554432,16,846960378,2095283550,5066.52
gather,33554432,16,4837843065,2095283550,886.99
