type,size,threads,time (rdtsc),clocks per sec,transfer rate (MB/s)
gather,4194304,7,253067362,2095197276,2119.48
transfer,4194304,7,139031890,2095197276,3857.90
gather,4194304,7,239629128,2095197276,2238.34
broadcast,4194304,7,71345492,2095197276,7517.93
gather,4194304,7,254936194,2095197276,2103.94
transfer,4194304,7,140399582,2095197276,3820.31
gather,4194304,7,241226514,2095197276,2223.51
broadcast,8388608,7,113258466,2095197276,9471.62
gather,8388608,7,494904248,2095197276,2167.57
transfer,8388608,7,269933506,2095197276,3974.09
gather,8388608,7,479096458,2095197276,2239.09
broadcast,8388608,7,112091044,2095197276,9570.27
gather,8388608,7,493269834,2095197276,2174.75
transfer,8388608,7,269383914,2095197276,3982.20
gather,8388608,7,476499744,2095197276,2251.29
broadcast,8388608,7,113054590,2095197276,9488.70
gather,8388608,7,494814300,2095197276,2167.97
transfer,8388608,7,270325210,2095197276,3968.34
gather,8388608,7,477398616,2095197276,2247.06
broadcast,8388608,7,108289652,2095197276,9906.22
gather,8388608,7,491237832,2095197276,2183.75
transfer,8388608,7,269385600,2095197276,3982.18
gather,8388608,7,474777018,2095197276,2259.46
broadcast,8388608,7,112688188,2095197276,9519.55
gather,8388608,7,495089758,2095197276,2166.76
transfer,8388608,7,270490424,2095197276,3965.91
gather,8388608,7,477744510,2095197276,2245.43
broadcast,16777216,7,211353758,2095197276,10151.14
gather,16777216,7,970272652,2095197276,2211.22
transfer,16777216,7,514129670,2095197276,4173.04
gather,16777216,7,947875130,2095197276,2263.46
broadcast,16777216,7,207449500,2095197276,10342.19
gather,16777216,7,961786636,2095197276,2230.73
transfer,16777216,7,516143518,2095197276,4156.75
gather,16777216,7,1017463418,2095197276,2108.66
broadcast,16777216,7,206663704,2095197276,10381.51
gather,16777216,7,972425726,2095197276,2206.32
transfer,16777216,7,515231582,2095197276,4164.11
gather,16777216,7,969960520,2095197276,2211.93
broadcast,16777216,7,203602906,2095197276,10537.58
gather,16777216,7,961005354,2095197276,2232.54
transfer,16777216,7,511958454,2095197276,4190.73
gather,16777216,7,961402148,2095197276,2231.62
broadcast,16777216,7,210255576,2095197276,10204.16
gather,16777216,7,972831430,2095197276,2205.40
transfer,16777216,7,514693692,2095197276,4168.46
gather,16777216,7,962727196,2095197276,2228.55
broadcast,33554432,7,522000788,2095197276,8220.23
gather,33554432,7,1872763968,2095197276,2291.25
transfer,33554432,7,994646740,2095197276,4314.06
gather,33554432,7,1833974028,2095197276,2339.71
broadcast,33554432,7,523627424,2095197276,8194.69
gather,33554432,7,2005828124,2095197276,2139.25
transfer,33554432,7,988702712,2095197276,4339.99
gather,33554432,7,1830393242,2095197276,2344.29
broadcast,33554432,7,521126500,2095197276,8234.02
gather,33554432,7,1872495490,2095197276,2291.58
transfer,33554432,7,989909344,2095197276,4334.70
gather,33554432,7,1895192826,2095197276,2264.13
broadcast,33554432,7,521277824,2095197276,8231.63
gather,33554432,7,1859255770,2095197276,2307.89
transfer,33554432,7,988040388,2095197276,4342.90
gather,33554432,7,1829042918,2095197276,2346.02
broadcast,33554432,7,522476754,2095197276,8212.74
gather,33554432,7,1863500344,2095197276,2302.64
transfer,33554432,7,989055564,2095197276,4338.45
gather,33554432,7,1845876868,2095197276,2324.62
broadcast,64,8,195670,2095197276,41.83
gather,64,8,63426,2095197276,129.04
transfer,64,8,50312,2095197276,162.67
gather,64,8,62692,2095197276,130.55
broadcast,64,8,102362,2095197276,79.96
gather,64,8,56576,2095197276,144.66
transfer,64,8,46776,2095197276,174.97
gather,64,8,69222,2095197276,118.23
broadcast,64,8,93050,2095197276,87.96
gather,64,8,54876,2095197276,149.14
transfer,64,8,43248,2095197276,189.24
gather,64,8,61326,2095197276,133.46
broadcast,64,8,96134,2095197276,85.13
gather,64,8,55142,2095197276,148.42
transfer,64,8,43288,2095197276,189.07
gather,64,8,60740,2095197276,134.74
broadcast,64,8,94918,2095197276,86.23
gather,64,8,55316,2095197276,147.96
transfer,64,8,45792,2095197276,178.73
gather,64,8,63938,2095197276,128.00
broadcast,128,8,98506,2095197276,166.17
gather,128,8,69512,2095197276,235.48
transfer,128,8,48532,2095197276,337.28
gather,128,8,80698,2095197276,202.84
broadcast,128,8,105022,2095197276,155.86
gather,128,8,68842,2095197276,237.77
transfer,128,8,49322,2095197276,331.87
gather,128,8,75540,2095197276,216.69
broadcast,128,8,105540,2095197276,155.10
gather,128,8,70054,2095197276,233.66
transfer,128,8,49578,2095197276,330.16
gather,128,8,77264,2095197276,211.85
broadcast,128,8,111846,2095197276,146.35
gather,128,8,74630,2095197276,219.33
transfer,128,8,53126,2095197276,308.11
gather,128,8,78250,2095197276,209.19
broadcast,128,8,103198,2095197276,158.61
gather,128,8,71820,2095197276,227.91
transfer,128,8,49636,2095197276,329.78
gather,128,8,77420,2095197276,211.43
broadcast,256,8,130976,2095197276,249.95
gather,256,8,99180,2095197276,330.08
transfer,256,8,63206,2095197276,517.95
gather,256,8,104768,2095197276,312.48
broadcast,256,8,135480,2095197276,241.64
gather,256,8,107094,2095197276,305.69
transfer,256,8,67802,2095197276,482.84
gather,256,8,118880,2095197276,275.38
broadcast,256,8,129684,2095197276,252.44
gather,256,8,99950,2095197276,327.54
transfer,256,8,65460,2095197276,500.11
gather,256,8,103006,2095197276,317.82
broadcast,256,8,128268,2095197276,255.23
gather,256,8,100426,2095197276,325.99
transfer,256,8,62606,2095197276,522.91
gather,256,8,108580,2095197276,301.51
broadcast,256,8,125716,2095197276,260.41
gather,256,8,101024,2095197276,324.06
transfer,256,8,62108,2095197276,527.11
gather,256,8,106856,2095197276,306.37
broadcast,512,8,152360,2095197276,429.74
gather,512,8,163296,2095197276,400.96
transfer,512,8,90122,2095197276,726.51
gather,512,8,186666,2095197276,350.76
broadcast,512,8,153014,2095197276,427.90
gather,512,8,159740,2095197276,409.88
transfer,512,8,1482582,2095197276,44.16
gather,512,8,181452,2095197276,360.84
broadcast,512,8,154192,2095197276,424.63
gather,512,8,161202,2095197276,406.17
transfer,512,8,90864,2095197276,720.58
gather,512,8,168120,2095197276,389.45
broadcast,512,8,154360,2095197276,424.17
gather,512,8,162732,2095197276,402.35
transfer,512,8,91468,2095197276,715.82
gather,512,8,169394,2095197276,386.52
broadcast,512,8,157388,2095197276,416.01
gather,512,8,158066,2095197276,414.23
transfer,512,8,90540,2095197276,723.16
gather,512,8,169346,2095197276,386.63
broadcast,1024,8,141942,2095197276,922.56
gather,1024,8,162532,2095197276,805.69
transfer,1024,8,91216,2095197276,1435.60
gather,1024,8,177312,2095197276,738.53
broadcast,1024,8,154664,2095197276,846.67
gather,1024,8,164228,2095197276,797.37
transfer,1024,8,91950,2095197276,1424.14
gather,1024,8,179170,2095197276,730.87
broadcast,1024,8,152894,2095197276,856.47
gather,1024,8,161188,2095197276,812.40
transfer,1024,8,91890,2095197276,1425.07
gather,1024,8,173192,2095197276,756.10
broadcast,1024,8,157274,2095197276,832.62
gather,1024,8,159284,2095197276,822.12
transfer,1024,8,89876,2095197276,1457.01
gather,1024,8,170822,2095197276,766.59
broadcast,1024,8,142626,2095197276,918.13
gather,1024,8,163708,2095197276,799.90
transfer,1024,8,92162,2095197276,1420.87
gather,1024,8,162336,2095197276,806.66
broadcast,2048,8,180200,2095197276,1453.38
gather,2048,8,166876,2095197276,1569.43
transfer,2048,8,91422,2095197276,2864.73
gather,2048,8,157106,2095197276,1667.03
broadcast,2048,8,156400,2095197276,1674.55
gather,2048,8,162214,2095197276,1614.53
transfer,2048,8,91584,2095197276,2859.67
gather,2048,8,168010,2095197276,1558.83
broadcast,2048,8,159484,2095197276,1642.17
gather,2048,8,164056,2095197276,1596.40
transfer,2048,8,94562,2095197276,2769.61
gather,2048,8,181096,2095197276,1446.19
broadcast,2048,8,154370,2095197276,1696.57
gather,2048,8,164098,2095197276,1596.00
transfer,2048,8,93612,2095197276,2797.71
gather,2048,8,174244,2095197276,1503.06
broadcast,2048,8,155340,2095197276,1685.98
gather,2048,8,161192,2095197276,1624.77
transfer,2048,8,89912,2095197276,2912.84
gather,2048,8,169900,2095197276,1541.49
broadcast,4096,8,214796,2095197276,2438.59
gather,4096,8,298720,2095197276,1753.48
transfer,4096,8,146302,2095197276,3580.26
gather,4096,8,300240,2095197276,1744.60
broadcast,4096,8,198396,2095197276,2640.17
gather,4096,8,303186,2095197276,1727.65
transfer,4096,8,147004,2095197276,3563.16
gather,4096,8,302638,2095197276,1730.78
broadcast,4096,8,232446,2095197276,2253.42
gather,4096,8,306554,2095197276,1708.67
transfer,4096,8,149000,2095197276,3515.43
gather,4096,8,309604,2095197276,1691.84
broadcast,4096,8,214878,2095197276,2437.66
gather,4096,8,307716,2095197276,1702.22
transfer,4096,8,145194,2095197276,3607.58
gather,4096,8,302170,2095197276,1733.46
broadcast,4096,8,220302,2095197276,2377.64
gather,4096,8,309824,2095197276,1690.64
transfer,4096,8,146048,2095197276,3586.49
gather,4096,8,302688,2095197276,1730.49
broadcast,8192,8,324950,2095197276,3223.88
gather,8192,8,621866,2095197276,1684.61
transfer,8192,8,262600,2095197276,3989.33
gather,8192,8,745694,2095197276,1404.86
broadcast,8192,8,325858,2095197276,3214.89
gather,8192,8,571008,2095197276,1834.65
transfer,8192,8,258648,2095197276,4050.29
gather,8192,8,688516,2095197276,1521.53
broadcast,8192,8,325606,2095197276,3217.38
gather,8192,8,567982,2095197276,1844.42
transfer,8192,8,255878,2095197276,4094.13
gather,8192,8,574358,2095197276,1823.95
broadcast,8192,8,322318,2095197276,3250.20
gather,8192,8,577450,2095197276,1814.18
transfer,8192,8,258858,2095197276,4047.00
gather,8192,8,662212,2095197276,1581.97
broadcast,8192,8,323752,2095197276,3235.81
gather,8192,8,659026,2095197276,1589.62
transfer,8192,8,258908,2095197276,4046.22
gather,8192,8,1057702,2095197276,990.45
broadcast,16384,8,545954,2095197276,3837.68
gather,16384,8,1290100,2095197276,1624.06
transfer,16384,8,488492,2095197276,4289.11
gather,16384,8,1081948,2095197276,1936.50
broadcast,16384,8,557266,2095197276,3759.78
gather,16384,8,1402406,2095197276,1494.00
transfer,16384,8,482434,2095197276,4342.97
gather,16384,8,1090640,2095197276,1921.07
broadcast,16384,8,539284,2095197276,3885.15
gather,16384,8,1455726,2095197276,1439.28
transfer,16384,8,485496,2095197276,4315.58
gather,16384,8,1335810,2095197276,1568.48
broadcast,16384,8,559614,2095197276,3744.00
gather,16384,8,1200168,2095197276,1745.75
transfer,16384,8,487256,2095197276,4299.99
gather,16384,8,1106196,2095197276,1894.06
broadcast,16384,8,550396,2095197276,3806.71
gather,16384,8,1317978,2095197276,1589.71
transfer,16384,8,491884,2095197276,4259.54
gather,16384,8,1356188,2095197276,1544.92
broadcast,32768,8,998292,2095197276,4197.56
gather,32768,8,2175064,2095197276,1926.56
transfer,32768,8,949464,2095197276,4413.43
gather,32768,8,2403706,2095197276,1743.31
broadcast,32768,8,1008200,2095197276,4156.31
gather,32768,8,2433720,2095197276,1721.81
transfer,32768,8,938674,2095197276,4464.16
gather,32768,8,2384292,2095197276,1757.50
broadcast,32768,8,997998,2095197276,4198.80
gather,32768,8,2863888,2095197276,1463.18
transfer,32768,8,971366,2095197276,4313.92
gather,32768,8,2400760,2095197276,1745.45
broadcast,32768,8,1004246,2095197276,4172.68
gather,32768,8,2067474,2095197276,2026.82
transfer,32768,8,931982,2095197276,4496.22
gather,32768,8,2194730,2095197276,1909.30
broadcast,32768,8,1001144,2095197276,4185.61
gather,32768,8,2401980,2095197276,1744.56
transfer,32768,8,928868,2095197276,4511.29
gather,32768,8,2594646,2095197276,1615.02
broadcast,65536,8,1890316,2095197276,4433.54
gather,65536,8,4476926,2095197276,1872.00
transfer,65536,8,1893014,2095197276,4427.22
gather,65536,8,4295168,2095197276,1951.21
broadcast,65536,8,1890526,2095197276,4433.05
gather,65536,8,4236034,2095197276,1978.45
transfer,65536,8,1853678,2095197276,4521.17
gather,65536,8,4985124,2095197276,1681.16
broadcast,65536,8,1907494,2095197276,4393.61
gather,65536,8,4334162,2095197276,1933.66
transfer,65536,8,1873034,2095197276,4474.45
gather,65536,8,5040470,2095197276,1662.70
broadcast,65536,8,1906556,2095197276,4395.77
gather,65536,8,4799864,2095197276,1746.05
transfer,65536,8,1858874,2095197276,4508.53
gather,65536,8,4398924,2095197276,1905.19
broadcast,65536,8,1911558,2095197276,4384.27
gather,65536,8,4238046,2095197276,1977.51
transfer,65536,8,1869622,2095197276,4482.61
gather,65536,8,4418358,2095197276,1896.81
broadcast,131072,8,3679968,2095197276,4554.82
gather,131072,8,8593072,2095197276,1950.59
transfer,131072,8,3717358,2095197276,4509.00
gather,131072,8,8918764,2095197276,1879.36
broadcast,131072,8,3697112,2095197276,4533.70
gather,131072,8,8900152,2095197276,1883.29
transfer,131072,8,3674840,2095197276,4561.17
gather,131072,8,8662000,2095197276,1935.07
broadcast,131072,8,3694276,2095197276,4537.18
gather,131072,8,8701546,2095197276,1926.28
transfer,131072,8,3672038,2095197276,4564.65
gather,131072,8,9518808,2095197276,1760.89
broadcast,131072,8,3671958,2095197276,4564.75
gather,131072,8,8427466,2095197276,1988.92
transfer,131072,8,3725318,2095197276,4499.37
gather,131072,8,9340464,2095197276,1794.51
broadcast,131072,8,3677698,2095197276,4557.63
gather,131072,8,8850720,2095197276,1893.81
transfer,131072,8,3683648,2095197276,4550.27
gather,131072,8,9053428,2095197276,1851.41
broadcast,262144,8,7269772,2095197276,4611.31
gather,262144,8,18457648,2095197276,1816.22
transfer,262144,8,7550334,2095197276,4439.96
gather,262144,8,16460898,2095197276,2036.53
broadcast,262144,8,7314190,2095197276,4583.30
gather,262144,8,17678026,2095197276,1896.32
transfer,262144,8,7021386,2095197276,4774.44
gather,262144,8,15218470,2095197276,2202.79
broadcast,262144,8,7256724,2095197276,4619.60
gather,262144,8,17634190,2095197276,1901.03
transfer,262144,8,6915230,2095197276,4847.73
gather,262144,8,15859648,2095197276,2113.74
broadcast,262144,8,7186984,2095197276,4664.43
gather,262144,8,17611302,2095197276,1903.50
transfer,262144,8,6941600,2095197276,4829.31
gather,262144,8,15677248,2095197276,2138.33
broadcast,262144,8,7189940,2095197276,4662.51
gather,262144,8,17684030,2095197276,1895.67
transfer,262144,8,7271358,2095197276,4610.30
gather,262144,8,15877122,2095197276,2111.41
broadcast,524288,8,14263486,2095197276,4700.56
gather,524288,8,37572630,2095197276,1784.45
transfer,524288,8,15469312,2095197276,4334.15
gather,524288,8,27997912,2095197276,2394.69
broadcast,524288,8,14343364,2095197276,4674.38
gather,524288,8,38032062,2095197276,1762.89
transfer,524288,8,17085530,2095197276,3924.16
gather,524288,8,31930434,2095197276,2099.76
broadcast,524288,8,14490724,2095197276,4626.84
gather,524288,8,37789458,2095197276,1774.21
transfer,524288,8,17741792,2095197276,3779.00
gather,524288,8,29177184,2095197276,2297.90
broadcast,524288,8,14535074,2095197276,4612.73
gather,524288,8,38318586,2095197276,1749.71
transfer,524288,8,15008426,2095197276,4467.24
gather,524288,8,29705932,2095197276,2257.00
broadcast,524288,8,14344752,2095197276,4673.93
gather,524288,8,47042296,2095197276,1425.23
transfer,524288,8,19268268,2095197276,3479.62
gather,524288,8,30457968,2095197276,2201.27
broadcast,1048576,8,27178292,2095197276,4933.81
gather,1048576,8,71194262,2095197276,1883.48
transfer,1048576,8,33540488,2095197276,3997.93
gather,1048576,8,60136220,2095197276,2229.81
broadcast,1048576,8,26436284,2095197276,5072.29
gather,1048576,8,68183616,2095197276,1966.64
transfer,1048576,8,31919920,2095197276,4200.91
gather,1048576,8,59339834,2095197276,2259.74
broadcast,1048576,8,26763164,2095197276,5010.34
gather,1048576,8,70100640,2095197276,1912.86
transfer,1048576,8,32861156,2095197276,4080.58
gather,1048576,8,60072376,2095197276,2232.18
broadcast,1048576,8,26972652,2095197276,4971.43
gather,1048576,8,68633028,2095197276,1953.76
transfer,1048576,8,31999300,2095197276,4190.49
gather,1048576,8,59638370,2095197276,2248.43
broadcast,1048576,8,28862828,2095197276,4645.86
gather,1048576,8,68724856,2095197276,1951.15
transfer,1048576,8,32486608,2095197276,4127.63
gather,1048576,8,59682854,2095197276,2246.75
broadcast,2097152,8,48351934,2095197276,5546.53
gather,2097152,8,130012362,2095197276,2062.77
transfer,2097152,8,75619286,2095197276,3546.52
gather,2097152,8,120707068,2095197276,2221.79
broadcast,2097152,8,44365178,2095197276,6044.95
gather,2097152,8,131354294,2095197276,2041.69
transfer,2097152,8,74543054,2095197276,3597.72
gather,2097152,8,120197184,2095197276,2231.21
broadcast,2097152,8,46683986,2095197276,5744.69
gather,2097152,8,132191354,2095197276,2028.77
transfer,2097152,8,73096990,2095197276,3668.90
gather,2097152,8,120627790,2095197276,2223.25
broadcast,2097152,8,46426462,2095197276,5776.56
gather,2097152,8,130710714,2095197276,2051.75
transfer,2097152,8,72729600,2095197276,3687.43
gather,2097152,8,120352892,2095197276,2228.32
broadcast,2097152,8,47259536,2095197276,5674.73
gather,2097152,8,130713918,2095197276,2051.70
transfer,2097152,8,75059222,2095197276,3572.98
gather,2097152,8,120263742,2095197276,2229.98
broadcast,4194304,8,71058740,2095197276,7548.27
gather,4194304,8,251248676,2095197276,2134.82
transfer,4194304,8,142162648,2095197276,3772.94
gather,4194304,8,241351340,2095197276,2222.36
broadcast,4194304,8,66981026,2095197276,8007.80
gather,4194304,8,252983720,2095197276,2120.18
transfer,4194304,8,140377396,2095197276,3820.92
gather,4194304,8,239953282,2095197276,2235.31
broadcast,4194304,8,68759196,2095197276,7800.71
gather,4194304,8,253619962,2095197276,2114.86
transfer,4194304,8,140597946,2095197276,3814.92
gather,4194304,8,240803244,2095197276,2227.42
broadcast,4194304,8,70672242,2095197276,7589.55
gather,4194304,8,253378818,2095197276,2116.87
transfer,4194304,8,141789244,2095197276,3782.87
gather,4194304,8,239596274,2095197276,2238.64
broadcast,4194304,8,66612132,2095197276,8052.14
gather,4194304,8,253970834,2095197276,2111.94
transfer,4194304,8,141297436,2095197276,3796.04
gather,4194304,8,240693156,2095197276,2228.44
broadcast,8388608,8,117200818,2095197276,9153.02
gather,8388608,8,495016082,2095197276,2167.08
transfer,8388608,8,269703176,2095197276,3977.49
gather,8388608,8,478190988,2095197276,2243.33
broadcast,8388608,8,110183358,2095197276,9735.96
gather,8388608,8,494168358,2095197276,2170.80
transfer,8388608,8,270169768,2095197276,3970.62
gather,8388608,8,477887332,2095197276,2244.76
broadcast,8388608,8,111240604,2095197276,9643.43
gather,8388608,8,494670092,2095197276,2168.60
transfer,8388608,8,264272244,2095197276,4059.23
gather,8388608,8,477697512,2095197276,2245.65
broadcast,8388608,8,116569460,2095197276,9202.59
gather,8388608,8,495028240,2095197276,2167.03
transfer,8388608,8,269131750,2095197276,3985.93
gather,8388608,8,477368314,2095197276,2247.20
broadcast,8388608,8,110069156,2095197276,9746.06
gather,8388608,8,491931946,2095197276,2180.67
transfer,8388608,8,269521792,2095197276,3980.16
gather,8388608,8,477999480,2095197276,2244.23
broadcast,16777216,8,209966538,2095197276,10218.21
gather,16777216,8,1110298742,2095197276,1932.35
transfer,16777216,8,515802246,2095197276,4159.50
gather,16777216,8,948364112,2095197276,2262.30
broadcast,16777216,8,208957392,2095197276,10267.56
gather,16777216,8,961445310,2095197276,2231.52
transfer,16777216,8,510528228,2095197276,4202.47
gather,16777216,8,936866230,2095197276,2290.06
broadcast,16777216,8,207141096,2095197276,10357.59
gather,16777216,8,972522670,2095197276,2206.10
transfer,16777216,8,513243194,2095197276,4180.24
gather,16777216,8,949640134,2095197276,2259.26
broadcast,16777216,8,210989452,2095197276,10168.67
gather,16777216,8,958979626,2095197276,2237.26
transfer,16777216,8,515232328,2095197276,4164.11
gather,16777216,8,962297494,2095197276,2229.54
broadcast,16777216,8,203754938,2095197276,10529.72
gather,16777216,8,973374670,2095197276,2204.17
transfer,16777216,8,515861366,2095197276,4159.03
gather,16777216,8,964240308,2095197276,2225.05
broadcast,33554432,8,521535960,2095197276,8227.55
gather,33554432,8,1861091848,2095197276,2305.62
transfer,33554432,8,993578090,2095197276,4318.70
gather,33554432,8,1859570354,2095197276,2307.50
broadcast,33554432,8,527378954,2095197276,8136.40
gather,33554432,8,1893634894,2095197276,2265.99
transfer,33554432,8,990471558,2095197276,4332.24
gather,33554432,8,1850765398,2095197276,2318.48
broadcast,33554432,8,519973344,2095197276,8252.28
gather,33554432,8,1876258684,2095197276,2286.98
transfer,33554432,8,990800600,2095197276,4330.80
gather,33554432,8,1833827732,2095197276,2339.89
broadcast,33554432,8,524955672,2095197276,8173.95
gather,33554432,8,1861637566,2095197276,2304.94
transfer,33554432,8,991180192,2095197276,4329.15
gather,33554432,8,1853368398,2095197276,2315.22
broadcast,33554432,8,523455600,2095197276,8197.38
gather,33554432,8,1901952822,2095197276,2256.08
transfer,33554432,8,992670396,2095197276,4322.65
gather,33554432,8,1854487950,2095197276,2313.83
