type,size,threads,time (rdtsc),clocks per sec,transfer rate (MB/s)
gather,524288,4,32606454,2095197276,2056.23
broadcast,1048576,4,27524390,2095197276,4871.77
gather,1048576,4,69560974,2095197276,1927.70
transfer,1048576,4,34642398,2095197276,3870.77
gather,1048576,4,59000302,2095197276,2272.74
broadcast,1048576,4,26840598,2095197276,4995.89
gather,1048576,4,69630128,2095197276,1925.78
transfer,1048576,4,31320516,2095197276,4281.30
gather,1048576,4,59511760,2095197276,2253.21
broadcast,1048576,4,26795182,2095197276,5004.36
gather,1048576,4,68668538,2095197276,1952.75
transfer,1048576,4,31691944,2095197276,4231.13
gather,1048576,4,59082308,2095197276,2269.59
broadcast,1048576,4,26900024,2095197276,4984.85
gather,1048576,4,71042630,2095197276,1887.50
transfer,1048576,4,32745358,2095197276,4095.01
gather,1048576,4,59813524,2095197276,2241.84
broadcast,1048576,4,27501552,2095197276,4875.82
gather,1048576,4,69037160,2095197276,1942.33
transfer,1048576,4,31866754,2095197276,4207.92
gather,1048576,4,59200934,2095197276,2265.04
broadcast,2097152,4,47812550,2095197276,5609.10
gather,2097152,4,131485590,2095197276,2039.66
transfer,2097152,4,73861908,2095197276,3630.90
gather,2097152,4,120097858,2095197276,2233.06
broadcast,2097152,4,45271808,2095197276,5923.89
gather,2097152,4,131754428,2095197276,2035.49
transfer,2097152,4,74946390,2095197276,3578.36
gather,2097152,4,119434684,2095197276,2245.46
broadcast,2097152,4,45580320,2095197276,5883.79
gather,2097152,4,130774686,2095197276,2050.74
transfer,2097152,4,72344886,2095197276,3707.04
gather,2097152,4,119762144,2095197276,2239.32
broadcast,2097152,4,47628748,2095197276,5630.74
gather,2097152,4,130787538,2095197276,2050.54
transfer,2097152,4,75280614,2095197276,3562.47
gather,2097152,4,119704092,2095197276,2240.40
broadcast,2097152,4,47431594,2095197276,5654.15
gather,2097152,4,129716558,2095197276,2067.47
transfer,2097152,4,77934362,2095197276,3441.17
gather,2097152,4,120184858,2095197276,2231.44
broadcast,4194304,4,69963952,2095197276,7666.38
gather,4194304,4,252105144,2095197276,2127.57
transfer,4194304,4,143590192,2095197276,3735.43
gather,4194304,4,240406542,2095197276,2231.10
broadcast,4194304,4,73085426,2095197276,7338.95
gather,4194304,4,254718716,2095197276,2105.74
transfer,4194304,4,139708384,2095197276,3839.21
gather,4194304,4,239994786,2095197276,2234.93
broadcast,4194304,4,66932778,2095197276,8013.57
gather,4194304,4,253362522,2095197276,2117.01
transfer,4194304,4,140086082,2095197276,3828.86
gather,4194304,4,239655078,2095197276,2238.09
broadcast,4194304,4,68951852,2095197276,7778.91
gather,4194304,4,253971180,2095197276,2111.93
transfer,4194304,4,139463208,2095197276,3845.96
gather,4194304,4,239549168,2095197276,2239.08
broadcast,4194304,4,67060274,2095197276,7998.33
gather,4194304,4,253201686,2095197276,2118.35
transfer,4194304,4,139602988,2095197276,3842.11
gather,4194304,4,239656486,2095197276,2238.08
broadcast,8388608,4,115579846,2095197276,9281.38
gather,8388608,4,567631918,2095197276,1889.85
transfer,8388608,4,263974786,2095197276,4063.80
gather,8388608,4,477386978,2095197276,2247.11
broadcast,8388608,4,111473522,2095197276,9623.28
gather,8388608,4,488629690,2095197276,2195.41
transfer,8388608,4,263576672,2095197276,4069.94
gather,8388608,4,472047836,2095197276,2272.53
broadcast,8388608,4,114919434,2095197276,9334.72
gather,8388608,4,491709542,2095197276,2181.66
transfer,8388608,4,264322094,2095197276,4058.46
gather,8388608,4,474943976,2095197276,2258.67
broadcast,8388608,4,109230798,2095197276,9820.87
gather,8388608,4,489580192,2095197276,2191.14
transfer,8388608,4,262995474,2095197276,4078.93
gather,8388608,4,472457086,2095197276,2270.56
broadcast,8388608,4,109362406,2095197276,9809.05
gather,8388608,4,490008832,2095197276,2189.23
transfer,8388608,4,266930406,2095197276,4018.80
gather,8388608,4,475246632,2095197276,2257.23
broadcast,16777216,4,208311624,2095197276,10299.39
gather,16777216,4,966178486,2095197276,2220.59
transfer,16777216,4,516106830,2095197276,4157.05
gather,16777216,4,955517842,2095197276,2245.36
broadcast,16777216,4,207958810,2095197276,10316.86
gather,16777216,4,956815364,2095197276,2242.32
transfer,16777216,4,513212670,2095197276,4180.49
gather,16777216,4,933143744,2095197276,2299.20
broadcast,16777216,4,205059332,2095197276,10462.74
gather,16777216,4,963884946,2095197276,2225.87
transfer,16777216,4,510364002,2095197276,4203.83
gather,16777216,4,1016778176,2095197276,2110.08
broadcast,16777216,4,209871860,2095197276,10222.82
gather,16777216,4,950951242,2095197276,2256.14
transfer,16777216,4,512530278,2095197276,4186.06
gather,16777216,4,958236240,2095197276,2238.99
broadcast,16777216,4,204601260,2095197276,10486.16
gather,16777216,4,963777882,2095197276,2226.12
transfer,16777216,4,511792466,2095197276,4192.09
gather,16777216,4,954042352,2095197276,2248.83
broadcast,33554432,4,525716070,2095197276,8162.13
gather,33554432,4,1860123428,2095197276,2306.82
transfer,33554432,4,990607928,2095197276,4331.65
gather,33554432,4,1828427454,2095197276,2346.81
broadcast,33554432,4,525047422,2095197276,8172.53
gather,33554432,4,1849714924,2095197276,2319.80
transfer,33554432,4,982799254,2095197276,4366.06
gather,33554432,4,1968880258,2095197276,2179.39
broadcast,33554432,4,522422372,2095197276,8213.59
gather,33554432,4,1874596842,2095197276,2289.01
transfer,33554432,4,991037472,2095197276,4329.77
gather,33554432,4,1833392098,2095197276,2340.45
broadcast,33554432,4,521607660,2095197276,8226.42
gather,33554432,4,1862326288,2095197276,2304.09
transfer,33554432,4,983754454,2095197276,4361.82
gather,33554432,4,1818105400,2095197276,2360.13
broadcast,33554432,4,522082906,2095197276,8218.93
gather,33554432,4,1851794662,2095197276,2317.19
transfer,33554432,4,989216960,2095197276,4337.74
gather,33554432,4,1845764844,2095197276,2324.76
broadcast,64,5,197082,2095197276,41.53
gather,64,5,64390,2095197276,127.11
transfer,64,5,48732,2095197276,167.95
gather,64,5,65424,2095197276,125.10
broadcast,64,5,96362,2095197276,84.93
gather,64,5,56714,2095197276,144.31
transfer,64,5,44158,2095197276,185.34
gather,64,5,62844,2095197276,130.23
broadcast,64,5,92734,2095197276,88.26
gather,64,5,53670,2095197276,152.49
transfer,64,5,45798,2095197276,178.71
gather,64,5,52566,2095197276,155.70
broadcast,64,5,92058,2095197276,88.90
gather,64,5,54914,2095197276,149.04
transfer,64,5,47466,2095197276,172.43
gather,64,5,53524,2095197276,152.91
broadcast,64,5,94270,2095197276,86.82
gather,64,5,54810,2095197276,149.32
transfer,64,5,48266,2095197276,169.57
gather,64,5,64226,2095197276,127.43
broadcast,128,5,107410,2095197276,152.39
gather,128,5,69738,2095197276,234.72
transfer,128,5,48540,2095197276,337.22
gather,128,5,80216,2095197276,204.06
broadcast,128,5,105144,2095197276,155.68
gather,128,5,69488,2095197276,235.56
transfer,128,5,48194,2095197276,339.64
gather,128,5,78108,2095197276,209.57
broadcast,128,5,103394,2095197276,158.31
gather,128,5,70426,2095197276,232.42
transfer,128,5,49296,2095197276,332.05
gather,128,5,76878,2095197276,212.92
broadcast,128,5,103386,2095197276,158.33
gather,128,5,69168,2095197276,236.65
transfer,128,5,48014,2095197276,340.92
gather,128,5,77106,2095197276,212.29
broadcast,128,5,103136,2095197276,158.71
gather,128,5,69168,2095197276,236.65
transfer,128,5,48066,2095197276,340.55
gather,128,5,77300,2095197276,211.76
broadcast,256,5,126022,2095197276,259.78
gather,256,5,97582,2095197276,335.49
transfer,256,5,62202,2095197276,526.31
gather,256,5,104974,2095197276,311.86
broadcast,256,5,126294,2095197276,259.22
gather,256,5,100074,2095197276,327.13
transfer,256,5,61728,2095197276,530.35
gather,256,5,106486,2095197276,307.43
broadcast,256,5,123516,2095197276,265.05
gather,256,5,101630,2095197276,322.12
transfer,256,5,62460,2095197276,524.13
gather,256,5,107854,2095197276,303.53
broadcast,256,5,130726,2095197276,250.43
gather,256,5,99304,2095197276,329.67
transfer,256,5,62048,2095197276,527.62
gather,256,5,106652,2095197276,306.96
broadcast,256,5,112158,2095197276,291.89
gather,256,5,95672,2095197276,342.18
transfer,256,5,64202,2095197276,509.91
gather,256,5,104528,2095197276,313.19
broadcast,512,5,151004,2095197276,433.60
gather,512,5,161702,2095197276,404.91
transfer,512,5,90456,2095197276,723.83
gather,512,5,167604,2095197276,390.65
broadcast,512,5,150930,2095197276,433.81
gather,512,5,158222,2095197276,413.82
transfer,512,5,90470,2095197276,723.72
gather,512,5,168964,2095197276,387.51
broadcast,512,5,155022,2095197276,422.36
gather,512,5,159328,2095197276,410.94
transfer,512,5,89694,2095197276,729.98
gather,512,5,170010,2095197276,385.12
broadcast,512,5,146196,2095197276,447.86
gather,512,5,166608,2095197276,392.99
transfer,512,5,93718,2095197276,698.64
gather,512,5,170104,2095197276,384.91
broadcast,512,5,154818,2095197276,422.92
gather,512,5,161982,2095197276,404.21
transfer,512,5,91708,2095197276,713.95
gather,512,5,193294,2095197276,338.73
broadcast,1024,5,155562,2095197276,841.79
gather,1024,5,163964,2095197276,798.65
transfer,1024,5,92498,2095197276,1415.70
gather,1024,5,163124,2095197276,802.76
broadcast,1024,5,151336,2095197276,865.29
gather,1024,5,160694,2095197276,814.90
transfer,1024,5,93042,2095197276,1407.43
gather,1024,5,161360,2095197276,811.54
broadcast,1024,5,155806,2095197276,840.47
gather,1024,5,163492,2095197276,800.96
transfer,1024,5,92986,2095197276,1408.27
gather,1024,5,160526,2095197276,815.75
broadcast,1024,5,154954,2095197276,845.09
gather,1024,5,162316,2095197276,806.76
transfer,1024,5,92054,2095197276,1422.53
gather,1024,5,164802,2095197276,794.59
broadcast,1024,5,151302,2095197276,865.49
gather,1024,5,163390,2095197276,801.46
transfer,1024,5,90742,2095197276,1443.10
gather,1024,5,163438,2095197276,801.22
broadcast,2048,5,156368,2095197276,1674.89
gather,2048,5,163918,2095197276,1597.75
transfer,2048,5,92702,2095197276,2825.18
gather,2048,5,173750,2095197276,1507.34
broadcast,2048,5,154236,2095197276,1698.04
gather,2048,5,165786,2095197276,1579.75
transfer,2048,5,89800,2095197276,2916.48
gather,2048,5,158672,2095197276,1650.57
broadcast,2048,5,159284,2095197276,1644.23
gather,2048,5,162082,2095197276,1615.85
transfer,2048,5,90258,2095197276,2901.68
gather,2048,5,169390,2095197276,1546.13
broadcast,2048,5,154360,2095197276,1696.68
gather,2048,5,164108,2095197276,1595.90
transfer,2048,5,93560,2095197276,2799.27
gather,2048,5,156364,2095197276,1674.94
broadcast,2048,5,161220,2095197276,1624.49
gather,2048,5,161938,2095197276,1617.28
transfer,2048,5,92966,2095197276,2817.16
gather,2048,5,167976,2095197276,1559.15
broadcast,4096,5,215290,2095197276,2432.99
gather,4096,5,296288,2095197276,1767.87
transfer,4096,5,147766,2095197276,3544.79
gather,4096,5,306744,2095197276,1707.61
broadcast,4096,5,212744,2095197276,2462.11
gather,4096,5,291646,2095197276,1796.01
transfer,4096,5,147728,2095197276,3545.70
gather,4096,5,304828,2095197276,1718.34
broadcast,4096,5,211920,2095197276,2471.68
gather,4096,5,294538,2095197276,1778.38
transfer,4096,5,148300,2095197276,3532.03
gather,4096,5,299360,2095197276,1749.73
broadcast,4096,5,211218,2095197276,2479.90
gather,4096,5,299136,2095197276,1751.04
transfer,4096,5,146176,2095197276,3583.35
gather,4096,5,308640,2095197276,1697.12
broadcast,4096,5,213140,2095197276,2457.54
gather,4096,5,293716,2095197276,1783.35
transfer,4096,5,148220,2095197276,3533.93
gather,4096,5,299594,2095197276,1748.36
broadcast,8192,5,313024,2095197276,3346.70
gather,8192,5,731500,2095197276,1432.12
transfer,8192,5,259522,2095197276,4036.65
gather,8192,5,563244,2095197276,1859.94
broadcast,8192,5,327308,2095197276,3200.65
gather,8192,5,633794,2095197276,1652.90
transfer,8192,5,257878,2095197276,4062.38
gather,8192,5,596508,2095197276,1756.22
broadcast,8192,5,313158,2095197276,3345.27
gather,8192,5,566676,2095197276,1848.67
transfer,8192,5,258012,2095197276,4060.27
gather,8192,5,664638,2095197276,1576.19
broadcast,8192,5,330178,2095197276,3172.83
gather,8192,5,679928,2095197276,1540.75
transfer,8192,5,258938,2095197276,4045.75
gather,8192,5,731350,2095197276,1432.42
broadcast,8192,5,327286,2095197276,3200.87
gather,8192,5,578524,2095197276,1810.81
transfer,8192,5,259970,2095197276,4029.69
gather,8192,5,565022,2095197276,1854.08
broadcast,16384,5,550160,2095197276,3808.34
gather,16384,5,1107804,2095197276,1891.31
transfer,16384,5,486756,2095197276,4304.41
gather,16384,5,1155956,2095197276,1812.52
broadcast,16384,5,536650,2095197276,3904.22
gather,16384,5,1087866,2095197276,1925.97
transfer,16384,5,484922,2095197276,4320.69
gather,16384,5,1332432,2095197276,1572.46
broadcast,16384,5,566268,2095197276,3700.01
gather,16384,5,1242404,2095197276,1686.41
transfer,16384,5,481914,2095197276,4347.66
gather,16384,5,1077532,2095197276,1944.44
broadcast,16384,5,552072,2095197276,3795.15
gather,16384,5,1244278,2095197276,1683.87
transfer,16384,5,480364,2095197276,4361.69
gather,16384,5,1225082,2095197276,1710.25
broadcast,16384,5,546602,2095197276,3833.13
gather,16384,5,1196542,2095197276,1751.04
transfer,16384,5,486836,2095197276,4303.70
gather,16384,5,1065934,2095197276,1965.60
broadcast,32768,5,990672,2095197276,4229.85
gather,32768,5,2088838,2095197276,2006.09
transfer,32768,5,932282,2095197276,4494.77
gather,32768,5,2524864,2095197276,1659.65
broadcast,32768,5,1005320,2095197276,4168.22
gather,32768,5,2542994,2095197276,1647.82
transfer,32768,5,936972,2095197276,4472.27
gather,32768,5,2399052,2095197276,1746.69
broadcast,32768,5,1015600,2095197276,4126.03
gather,32768,5,2403100,2095197276,1743.75
transfer,32768,5,937520,2095197276,4469.66
gather,32768,5,2651614,2095197276,1580.32
broadcast,32768,5,985684,2095197276,4251.26
gather,32768,5,2300036,2095197276,1821.88
transfer,32768,5,926928,2095197276,4520.73
gather,32768,5,2293066,2095197276,1827.42
broadcast,32768,5,1002408,2095197276,4180.33
gather,32768,5,2097448,2095197276,1997.85
transfer,32768,5,932904,2095197276,4491.77
gather,32768,5,2189418,2095197276,1913.93
broadcast,65536,5,1894280,2095197276,4424.26
gather,65536,5,4542840,2095197276,1844.83
transfer,65536,5,1869208,2095197276,4483.60
gather,65536,5,4094766,2095197276,2046.71
broadcast,65536,5,1894926,2095197276,4422.75
gather,65536,5,4708960,2095197276,1779.75
transfer,65536,5,1894186,2095197276,4424.48
gather,65536,5,4362744,2095197276,1920.99
broadcast,65536,5,1896248,2095197276,4419.67
gather,65536,5,4657770,2095197276,1799.31
transfer,65536,5,1899526,2095197276,4412.04
gather,65536,5,4391064,2095197276,1908.60
broadcast,65536,5,1900886,2095197276,4408.89
gather,65536,5,4723070,2095197276,1774.44
transfer,65536,5,1865716,2095197276,4492.00
gather,65536,5,4640646,2095197276,1805.95
broadcast,65536,5,1900996,2095197276,4408.63
gather,65536,5,4493256,2095197276,1865.19
transfer,65536,5,1868096,2095197276,4486.27
gather,65536,5,4379276,2095197276,1913.74
broadcast,131072,5,3704878,2095197276,4524.19
gather,131072,5,8428392,2095197276,1988.70
transfer,131072,5,3712404,2095197276,4515.02
gather,131072,5,8896946,2095197276,1883.97
broadcast,131072,5,3695716,2095197276,4535.41
gather,131072,5,9135700,2095197276,1834.73
transfer,131072,5,3701724,2095197276,4528.05
gather,131072,5,8749228,2095197276,1915.78
broadcast,131072,5,3676736,2095197276,4558.82
gather,131072,5,9180950,2095197276,1825.69
transfer,131072,5,3727924,2095197276,4496.22
gather,131072,5,8869706,2095197276,1889.76
broadcast,131072,5,3701480,2095197276,4528.34
gather,131072,5,8584474,2095197276,1952.55
transfer,131072,5,3703244,2095197276,4526.19
gather,131072,5,8966720,2095197276,1869.31
broadcast,131072,5,3702722,2095197276,4526.83
gather,131072,5,8533842,2095197276,1964.13
transfer,131072,5,3680742,2095197276,4553.86
gather,131072,5,8716846,2095197276,1922.89
broadcast,262144,5,7292184,2095197276,4597.14
gather,262144,5,19067836,2095197276,1758.10
transfer,262144,5,7722706,2095197276,4340.86
gather,262144,5,16146644,2095197276,2076.17
broadcast,262144,5,7106882,2095197276,4717.00
gather,262144,5,18441630,2095197276,1817.80
transfer,262144,5,7518296,2095197276,4458.88
gather,262144,5,15779598,2095197276,2124.46
broadcast,262144,5,7228724,2095197276,4637.49
gather,262144,5,18039540,2095197276,1858.32
transfer,262144,5,7437164,2095197276,4507.52
gather,262144,5,16284510,2095197276,2058.59
broadcast,262144,5,6477650,2095197276,5175.20
gather,262144,5,17533284,2095197276,1911.97
transfer,262144,5,7829788,2095197276,4281.49
gather,262144,5,15358446,2095197276,2182.72
broadcast,262144,5,6451272,2095197276,5196.36
gather,262144,5,19707156,2095197276,1701.07
transfer,262144,5,7687988,2095197276,4360.46
gather,262144,5,16978990,2095197276,1974.39
broadcast,524288,5,13952248,2095197276,4805.41
gather,524288,5,38207974,2095197276,1754.77
transfer,524288,5,16619764,2095197276,4034.13
gather,524288,5,30576534,2095197276,2192.74
broadcast,524288,5,14059798,2095197276,4768.65
gather,524288,5,37175164,2095197276,1803.52
transfer,524288,5,16624568,2095197276,4032.97
gather,524288,5,29431224,2095197276,2278.07
broadcast,524288,5,13989714,2095197276,4792.54
gather,524288,5,37759534,2095197276,1775.61
transfer,524288,5,17359806,2095197276,3862.16
gather,524288,5,29846402,2095197276,2246.38
broadcast,524288,5,14426838,2095197276,4647.33
gather,524288,5,36853346,2095197276,1819.27
transfer,524288,5,15582522,2095197276,4302.66
gather,524288,5,28564624,2095197276,2347.18
broadcast,524288,5,14296866,2095197276,4689.58
gather,524288,5,37684600,2095197276,1779.14
transfer,524288,5,14847184,2095197276,4515.76
gather,524288,5,29227414,2095197276,2293.95
broadcast,1048576,5,27039514,2095197276,4959.14
gather,1048576,5,70888664,2095197276,1891.59
transfer,1048576,5,33725364,2095197276,3976.02
gather,1048576,5,59920364,2095197276,2237.85
broadcast,1048576,5,26689750,2095197276,5024.12
gather,1048576,5,68964484,2095197276,1944.37
transfer,1048576,5,31890214,2095197276,4204.82
gather,1048576,5,59249412,2095197276,2263.19
broadcast,1048576,5,26897060,2095197276,4985.40
gather,1048576,5,71207982,2095197276,1883.11
transfer,1048576,5,34848478,2095197276,3847.88
gather,1048576,5,60366864,2095197276,2221.30
broadcast,1048576,5,26102648,2095197276,5137.13
gather,1048576,5,68490060,2095197276,1957.84
transfer,1048576,5,31558826,2095197276,4248.97
gather,1048576,5,58912636,2095197276,2276.13
broadcast,1048576,5,28695616,2095197276,4672.93
gather,1048576,5,68856610,2095197276,1947.42
transfer,1048576,5,31659620,2095197276,4235.45
gather,1048576,5,59602502,2095197276,2249.78
broadcast,2097152,5,48884280,2095197276,5486.12
gather,2097152,5,129893336,2095197276,2064.66
transfer,2097152,5,75969248,2095197276,3530.18
gather,2097152,5,120370140,2095197276,2228.00
broadcast,2097152,5,47743428,2095197276,5617.22
gather,2097152,5,128880438,2095197276,2080.88
transfer,2097152,5,77296766,2095197276,3469.55
gather,2097152,5,120217324,2095197276,2230.84
broadcast,2097152,5,47738530,2095197276,5617.79
gather,2097152,5,129522900,2095197276,2070.56
transfer,2097152,5,79318096,2095197276,3381.14
gather,2097152,5,119503908,2095197276,2244.15
broadcast,2097152,5,48122886,2095197276,5572.93
gather,2097152,5,130726726,2095197276,2051.50
transfer,2097152,5,74977350,2095197276,3576.88
gather,2097152,5,119660232,2095197276,2241.22
broadcast,2097152,5,44859514,2095197276,5978.34
gather,2097152,5,131048558,2095197276,2046.46
transfer,2097152,5,75664422,2095197276,3544.40
gather,2097152,5,119417142,2095197276,2245.79
broadcast,4194304,5,66812090,2095197276,8028.05
gather,4194304,5,253186318,2095197276,2118.48
transfer,4194304,5,140560384,2095197276,3815.94
gather,4194304,5,240633764,2095197276,2228.99
broadcast,4194304,5,68832304,2095197276,7792.42
gather,4194304,5,251840996,2095197276,2129.80
transfer,4194304,5,140611878,2095197276,3814.55
gather,4194304,5,240252986,2095197276,2232.52
broadcast,4194304,5,75960232,2095197276,7061.20
gather,4194304,5,253425234,2095197276,2116.48
transfer,4194304,5,139303378,2095197276,3850.38
gather,4194304,5,240876920,2095197276,2226.74
broadcast,4194304,5,68512838,2095197276,7828.76
gather,4194304,5,253207584,2095197276,2118.30
transfer,4194304,5,140564882,2095197276,3815.82
gather,4194304,5,239744904,2095197276,2237.26
broadcast,4194304,5,69495386,2095197276,7718.07
gather,4194304,5,252376020,2095197276,2125.28
transfer,4194304,5,141103372,2095197276,3801.26
gather,4194304,5,241170186,2095197276,2224.03
broadcast,8388608,5,115594004,2095197276,9280.25
gather,8388608,5,492962142,2095197276,2176.11
transfer,8388608,5,348780912,2095197276,3075.69
gather,8388608,5,475359040,2095197276,2256.70
broadcast,8388608,5,115072408,2095197276,9322.31
gather,8388608,5,493733120,2095197276,2172.71
transfer,8388608,5,264313060,2095197276,4058.60
gather,8388608,5,478161496,2095197276,2243.47
broadcast,8388608,5,113358348,2095197276,9463.27
gather,8388608,5,492168462,2095197276,2179.62
transfer,8388608,5,265013200,2095197276,4047.88
gather,8388608,5,474785598,2095197276,2259.42
broadcast,8388608,5,115119562,2095197276,9318.49
gather,8388608,5,493307406,2095197276,2174.59
transfer,8388608,5,267679264,2095197276,4007.56
gather,8388608,5,477260826,2095197276,2247.70
broadcast,8388608,5,113114018,2095197276,9483.71
gather,8388608,5,492159986,2095197276,2179.66
transfer,8388608,5,264982234,2095197276,4048.35
gather,8388608,5,474488856,2095197276,2260.83
broadcast,16777216,5,205930010,2095197276,10418.50
gather,16777216,5,965058230,2095197276,2223.16
transfer,16777216,5,515057710,2095197276,4165.52
gather,16777216,5,954194316,2095197276,2248.47
broadcast,16777216,5,207428284,2095197276,10343.25
gather,16777216,5,956655338,2095197276,2242.69
transfer,16777216,5,512875868,2095197276,4183.24
gather,16777216,5,935116870,2095197276,2294.35
broadcast,16777216,5,208167694,2095197276,10306.51
gather,16777216,5,965137300,2095197276,2222.98
transfer,16777216,5,513928316,2095197276,4174.67
gather,16777216,5,1021038262,2095197276,2101.27
broadcast,16777216,5,210611050,2095197276,10186.94
gather,16777216,5,957486984,2095197276,2240.74
transfer,16777216,5,510855340,2095197276,4199.78
gather,16777216,5,962096254,2095197276,2230.01
broadcast,16777216,5,206885990,2095197276,10370.36
gather,16777216,5,963741848,2095197276,2226.20
transfer,16777216,5,515639146,2095197276,4160.82
gather,16777216,5,956082290,2095197276,2244.03
broadcast,33554432,5,523401710,2095197276,8198.22
gather,33554432,5,1853449234,2095197276,2315.12
transfer,33554432,5,986796718,2095197276,4348.38
gather,33554432,5,1815516546,2095197276,2363.49
broadcast,33554432,5,522041064,2095197276,8219.59
gather,33554432,5,1854581008,2095197276,2313.71
transfer,33554432,5,988329102,2095197276,4341.63
gather,33554432,5,1973537990,2095197276,2174.25
broadcast,33554432,5,522109342,2095197276,8218.52
gather,33554432,5,1866391182,2095197276,2299.07
transfer,33554432,5,986901554,2095197276,4347.91
gather,33554432,5,1888914570,2095197276,2271.66
broadcast,33554432,5,522509582,2095197276,8212.22
gather,33554432,5,1867896864,2095197276,2297.22
transfer,33554432,5,983858748,2095197276,4361.36
gather,33554432,5,1837278680,2095197276,2335.50
broadcast,33554432,5,522976442,2095197276,8204.89
gather,33554432,5,1854638712,2095197276,2313.64
transfer,33554432,5,987275536,2095197276,4346.27
gather,33554432,5,1839367358,2095197276,2332.85
broadcast,64,6,224492,2095197276,36.46
gather,64,6,62518,2095197276,130.91
transfer,64,6,41758,2095197276,196.00
gather,64,6,65360,2095197276,125.22
broadcast,64,6,117322,2095197276,69.76
gather,64,6,70580,2095197276,115.96
transfer,64,6,53854,2095197276,151.97
gather,64,6,64924,2095197276,126.06
broadcast,64,6,101050,2095197276,80.99
gather,64,6,60078,2095197276,136.23
transfer,64,6,47126,2095197276,173.67
gather,64,6,58700,2095197276,139.43
broadcast,64,6,102476,2095197276,79.87
gather,64,6,55664,2095197276,147.03
transfer,64,6,43034,2095197276,190.18
gather,64,6,63242,2095197276,129.41
broadcast,64,6,99026,2095197276,82.65
gather,64,6,54536,2095197276,150.07
transfer,64,6,47650,2095197276,171.76
gather,64,6,55196,2095197276,148.28
broadcast,128,6,109008,2095197276,150.16
gather,128,6,70842,2095197276,231.06
transfer,128,6,48786,2095197276,335.52
gather,128,6,79682,2095197276,205.43
broadcast,128,6,103626,2095197276,157.96
gather,128,6,70894,2095197276,230.89
transfer,128,6,48270,2095197276,339.11
gather,128,6,78354,2095197276,208.91
broadcast,128,6,102790,2095197276,159.24
gather,128,6,71390,2095197276,229.29
transfer,128,6,48870,2095197276,334.94
gather,128,6,75994,2095197276,215.40
broadcast,128,6,104942,2095197276,155.98
gather,128,6,70852,2095197276,231.03
transfer,128,6,48424,2095197276,338.03
gather,128,6,82794,2095197276,197.70
broadcast,128,6,104018,2095197276,157.36
gather,128,6,70830,2095197276,231.10
transfer,128,6,49268,2095197276,332.24
gather,128,6,80628,2095197276,203.02
broadcast,256,6,136904,2095197276,239.13
gather,256,6,99632,2095197276,328.58
transfer,256,6,65604,2095197276,499.02
gather,256,6,109672,2095197276,298.50
broadcast,256,6,138398,2095197276,236.55
gather,256,6,105276,2095197276,310.97
transfer,256,6,64958,2095197276,503.98
gather,256,6,105310,2095197276,310.87
broadcast,256,6,126344,2095197276,259.11
gather,256,6,95986,2095197276,341.06
transfer,256,6,62638,2095197276,522.65
gather,256,6,107908,2095197276,303.38
broadcast,256,6,130328,2095197276,251.19
gather,256,6,100664,2095197276,325.22
transfer,256,6,62228,2095197276,526.09
gather,256,6,106570,2095197276,307.19
broadcast,256,6,133658,2095197276,244.93
gather,256,6,97770,2095197276,334.84
transfer,256,6,62304,2095197276,525.45
gather,256,6,106082,2095197276,308.61
broadcast,512,6,152234,2095197276,430.09
gather,512,6,162024,2095197276,404.11
transfer,512,6,91012,2095197276,719.41
gather,512,6,172028,2095197276,380.61
broadcast,512,6,161648,2095197276,405.05
gather,512,6,162964,2095197276,401.78
transfer,512,6,89896,2095197276,728.34
gather,512,6,170002,2095197276,385.14
broadcast,512,6,152594,2095197276,429.08
gather,512,6,161788,2095197276,404.70
transfer,512,6,89768,2095197276,729.38
gather,512,6,170240,2095197276,384.60
broadcast,512,6,154806,2095197276,422.95
gather,512,6,162652,2095197276,402.55
transfer,512,6,89720,2095197276,729.77
gather,512,6,170246,2095197276,384.59
broadcast,512,6,151114,2095197276,433.28
gather,512,6,162822,2095197276,402.13
transfer,512,6,89456,2095197276,731.92
gather,512,6,171340,2095197276,382.13
broadcast,1024,6,156038,2095197276,839.22
gather,1024,6,164486,2095197276,796.12
transfer,1024,6,91850,2095197276,1425.69
gather,1024,6,163504,2095197276,800.90
broadcast,1024,6,156406,2095197276,837.24
gather,1024,6,165250,2095197276,792.43
transfer,1024,6,91362,2095197276,1433.31
gather,1024,6,165762,2095197276,789.99
broadcast,1024,6,162360,2095197276,806.54
gather,1024,6,162380,2095197276,806.44
transfer,1024,6,91260,2095197276,1434.91
gather,1024,6,161784,2095197276,809.41
broadcast,1024,6,155412,2095197276,842.60
gather,1024,6,162258,2095197276,807.05
transfer,1024,6,89022,2095197276,1470.98
gather,1024,6,164418,2095197276,796.44
broadcast,1024,6,154302,2095197276,848.66
gather,1024,6,161210,2095197276,812.29
transfer,1024,6,88854,2095197276,1473.76
gather,1024,6,161786,2095197276,809.40
broadcast,2048,6,164716,2095197276,1590.01
gather,2048,6,165120,2095197276,1586.12
transfer,2048,6,91256,2095197276,2869.94
gather,2048,6,183752,2095197276,1425.29
broadcast,2048,6,153148,2095197276,1710.11
gather,2048,6,166576,2095197276,1572.25
transfer,2048,6,90854,2095197276,2882.64
gather,2048,6,157842,2095197276,1659.25
broadcast,2048,6,162204,2095197276,1614.63
